iso3,entity_type,pais_original,year,scale,framework,total_score,rank,privacy_laws,ai_strategy,data_availability,govt_procurement_advanced_tech,data_capability_govt,technology_skills,ai_startups,log_ai_startups,innovation_capability,digital_public_services,govt_effectiveness,ict_govt_vision,norm_privacy_laws,norm_ai_strategy,norm_data_availability,norm_govt_procurement,norm_data_capability,norm_technology_skills,norm_log_ai_startups,norm_innovation_capability,norm_digital_public_services,norm_govt_effectiveness,norm_ict_govt_vision,avg_governance,avg_infrastructure_data,avg_skills_education,avg_govt_public_services,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail,policy_capacity,ai_infrastructure,governance_2025,public_sector_adoption,development_diffusion,resilience,policy_vision,policy_commitment,compute_capacity,enabling_technical_infrastructure,data_quality,governance_principles,regulatory_compliance,government_digital_policy,e_government_delivery,human_capital_2025,ai_sector_maturity,ai_technology_diffusion,societal_transition,safety_security,ind_ai_strategy,ind_data_protection_laws,ind_cybersecurity,ind_regulatory_quality,ind_ethical_principles,ind_accountability,ind_online_services,ind_foundational_it,ind_govt_promotion_emerging_tech,ind_govt_effectiveness,ind_govt_responsiveness,ind_procurement_data,ind_ai_unicorns_log,ind_non_ai_unicorns_log,ind_ict_trade_services_log,ind_ict_trade_goods_log,ind_software_spending,ind_time_govt_regulations,ind_vc_availability,ind_rd_spending_log,ind_company_investment_emerging_tech,ind_ai_research_papers_log,ind_stem_graduates,ind_github_activity_log,ind_female_stem_graduates,ind_eng_tech_higher_ed_quality,ind_ict_skills,ind_telecom_infrastructure,ind_supercomputers_log,ind_broadband_quality,ind_5g_infrastructure,ind_adoption_emerging_tech,ind_open_data,ind_data_governance,ind_mobile_subscriptions,ind_households_internet,ind_statistical_capacity,ind_cost_internet_device,ind_gender_gap_internet,rank_global,score_global,rank_asia_pacific,score_asia_pacific,rank_africa,score_africa,rank_latam,score_latam,rank_north_america,score_north_america,rank_eastern_europe,score_eastern_europe,rank_australasia,score_australasia,rank_western_europe,score_western_europe,region_pertenece
SAU,pais,Saudi Arabia,2024,0-100,3_pillars_10_dims,72.35591144,,,,90.18880322,,,,,,,,,,,,,,,,,,,,,,,,,80.72142265,52.91669929,83.42961237,100.0,74.87934159,78.23844881,69.76790019,,31.65349436,61.68971067,65.40689285,73.71455056,90.18880322,86.38548333,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHN,pais,China,2024,0-100,3_pillars_10_dims,72.0098981,,,,65.07234496,,,,,,,,,,,,,,,,,,,,,,,,,72.89843786,62.95301811,80.17823832,100.0,68.96736759,61.40440883,61.22197501,,56.64317832,80.53849887,51.67737713,79.84257585,65.07234496,95.61979416,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,pais,Malaysia,2024,0-100,3_pillars_10_dims,71.39992403,,,,86.36160152,,,,,,,,,,,,,,,,,,,,,,,,,82.46990798,54.17096057,77.55890356,100.0,83.47328103,77.52233663,68.88401425,,33.77791535,60.42075107,68.31421528,57.45407803,86.36160152,88.86103112,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,pais,Italy,2024,0-100,3_pillars_10_dims,71.21652388,,,,82.30263394,,,,,,,,,,,,,,,,,,,,,,,,,78.6433406,53.12144476,81.88478629,100.0,89.25821821,63.9933981,61.32174608,,39.9006116,62.6499097,56.81381298,69.06419819,82.30263394,94.28752676,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,pais,Portugal,2024,0-100,3_pillars_10_dims,70.92843933,,,,86.00365252,,,,,,,,,,,,,,,,,,,,,,,,,79.46552644,52.48704017,80.83275138,100.0,90.22862778,68.59713696,59.03634103,,35.36412907,58.43592995,63.66106149,65.29239703,86.00365252,91.20220461,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,pais,Luxembourg,2024,0-100,3_pillars_10_dims,70.62575172,,,,84.21865865,,,,,,,,,,,,,,,,,,,,,,,,,84.66929577,43.80789727,83.40006213,100.0,97.32267146,65.28183914,76.07267248,,34.42709844,53.32444673,43.67214664,68.71572495,84.21865865,97.26580278,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZE,pais,Czechia,2024,0-100,3_pillars_10_dims,70.23281209,,,,93.73311892,,,,,,,,,,,,,,,,,,,,,,,,,76.45487949,49.49861077,84.74494601,100.0,89.4051722,59.45044514,56.96390061,,34.32080247,59.91780976,54.25722009,65.51171102,93.73311892,94.99000808,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISL,pais,Iceland,2024,0-100,3_pillars_10_dims,69.82023722,,,,77.62598137,,,,,,,,,,,,,,,,,,,,,,,,,82.19943627,47.1644215,80.0968539,100.0,93.56488192,67.98575217,67.247111,,32.71130797,64.01894079,44.76301573,64.61696127,77.62598137,98.04761905,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHE,pais,Switzerland,2024,0-100,3_pillars_10_dims,69.41989807,,,,88.07544186,,,,,,,,,,,,,,,,,,,,,,,,,59.05738355,61.32371764,87.87859301,0.0,95.11859838,64.82741114,76.28352467,,45.47657643,74.22366609,64.27091038,78.56033719,88.07544186,97.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,pais,Spain,2024,0-100,3_pillars_10_dims,69.25248467,,,,83.88477258,,,,,,,,,,,,,,,,,,,,,,,,,74.57860489,50.75038128,82.42846784,100.0,89.85078595,61.82981751,46.63381608,,36.90557743,60.7880526,54.55751382,68.44533107,83.88477258,94.95529986,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,pais,Qatar,2024,0-100,3_pillars_10_dims,68.22070132,,,,76.34060657,,,,,,,,,,,,,,,,,,,,,,,,,76.06885218,46.90185052,81.69140125,100.0,79.28588531,70.48950338,54.50002005,,31.45752514,55.06440943,54.183617,69.08359718,76.34060657,99.65,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,pais,Lithuania,2024,0-100,3_pillars_10_dims,67.79802914,,,,83.99901638,,,,,,,,,,,,,,,,,,,,,,,,,77.62506397,43.02221089,82.74681255,100.0,90.50063853,54.57826444,65.42135291,,30.02914353,53.83473355,45.20275557,66.24142125,83.99901638,98.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL,pais,Poland,2024,0-100,3_pillars_10_dims,67.51119621,,,,89.03189928,,,,,,,,,,,,,,,,,,,,,,,,,76.5277114,45.41413385,80.59174338,100.0,85.8471946,66.27003437,53.99361664,,29.54891343,54.66494368,52.02854445,62.20813376,89.03189928,90.53519712,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,pais,Thailand,2024,0-100,3_pillars_10_dims,66.16948723,,,,85.65099869,,,,,,,,,,,,,,,,,,,,,,,,,75.77537138,44.8290477,77.9040426,100.0,78.46311529,69.74011304,54.8982572,,26.74260859,58.61436952,49.130165,70.05539537,85.65099869,78.00573375,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,pais,Brazil,2024,0-100,3_pillars_10_dims,65.88947723,,,,84.53316861,,,,,,,,,,,,,,,,,,,,,,,,,74.50695299,44.7845554,78.37692331,100.0,80.52193576,69.31317256,48.19270364,,32.55640228,58.34177317,43.45549074,55.99616272,84.53316861,94.60143861,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,pais,Slovenia,2024,0-100,3_pillars_10_dims,65.85327433,,,,79.23935738,,,,,,,,,,,,,,,,,,,,,,,,,77.48019942,43.32445607,76.7551675,100.0,88.71210296,69.18955318,52.01914154,,25.95758632,56.11174384,47.90403805,60.00487803,79.23935738,91.0212671,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,pais,Indonesia,2024,0-100,3_pillars_10_dims,65.85124932,,,,72.47530691,,,,,,,,,,,,,,,,,,,,,,,,,79.85949065,48.05776504,69.63649227,100.0,82.45567702,63.94426535,73.03802021,,26.57221016,62.95581719,54.64526776,42.71171336,72.47530691,93.72245654,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUS,pais,Russian Federation,2024,0-100,3_pillars_10_dims,64.71707681,,,,86.79141516,,,,,,,,,,,,,,,,,,,,,,,,,72.1515266,45.37520885,76.62449499,100.0,66.96769808,65.39245715,56.24595118,,20.40846198,54.23611691,61.48104766,49.36125708,86.79141516,93.72081274,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,pais,New Zealand,2024,0-100,3_pillars_10_dims,63.98217071,,,,95.1739968,,,,,,,,,,,,,,,,,,,,,,,,,55.95051897,49.56359437,86.43239878,0.0,94.25134308,60.32062211,69.23011069,,28.28650774,61.66813377,58.7361416,64.95981469,95.1739968,99.16338485,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVK,pais,Slovakia,2024,0-100,3_pillars_10_dims,63.69003612,,,,90.69957222,,,,,,,,,,,,,,,,,,,,,,,,,68.75893557,41.39709126,80.91408152,100.0,86.83273516,42.76367318,45.43933392,,31.41975076,52.72746667,40.04405636,57.40147702,90.69957222,94.64119532,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLT,pais,Malta,2024,0-100,3_pillars_10_dims,63.64342039,,,,69.92525642,,,,,,,,,,,,,,,,,,,,,,,,,75.85860781,39.89417382,75.17747954,100.0,86.99421397,60.39936748,56.04084978,,36.9021094,46.48579975,36.29461232,63.24858989,69.92525642,92.35859231,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUN,pais,Hungary,2024,0-100,3_pillars_10_dims,63.63204457,,,,78.91543012,,,,,,,,,,,,,,,,,,,,,,,,,74.08630687,41.80596355,75.00386329,100.0,81.41169254,62.82617214,52.10736282,,30.79721804,51.7950946,42.82557799,55.71057973,78.91543012,90.38558003,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,pais,Chile,2024,0-100,3_pillars_10_dims,63.19327114,,,,83.17804781,,,,,,,,,,,,,,,,,,,,,,,,,70.75322887,44.11334081,74.71324374,100.0,83.84468047,46.10597107,53.06226396,,31.90575267,50.69566413,49.73860565,48.26025701,83.17804781,92.7014264,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,pais,Oman,2024,0-100,3_pillars_10_dims,62.91022757,,,,83.64848846,,,,,,,,,,,,,,,,,,,,,,,,,69.60536402,41.28555315,77.83976555,100.0,56.16560693,68.49467735,53.76117181,,20.4040485,47.60924703,55.84336392,60.99020256,83.64848846,88.88060563,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND,pais,India,2024,0-100,3_pillars_10_dims,62.80654813,,,,67.47820245,,,,,,,,,,,,,,,,,,,,,,,,,73.31982484,50.33660101,64.76321854,100.0,80.02717556,63.17405934,50.07806446,,35.49099451,63.76079966,51.75800887,43.8534311,67.47820245,82.95802207,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,pais,Uruguay,2024,0-100,3_pillars_10_dims,62.20915139,,,,91.39665569,,,,,,,,,,,,,,,,,,,,,,,,,76.39407111,33.30830048,76.92508258,100.0,69.22651663,75.01508876,61.33467903,,23.75338838,41.42624181,34.74527125,45.18074515,91.39665569,94.19784691,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,pais,Latvia,2024,0-100,3_pillars_10_dims,61.87089556,,,,73.66232552,,,,,,,,,,,,,,,,,,,,,,,,,74.46052864,35.71983287,75.43232517,100.0,87.29765435,57.22746045,53.31699978,,27.7425629,41.95891847,37.45801723,56.34995181,73.66232552,96.28469819,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,pais,Jordan,2024,0-100,3_pillars_10_dims,61.56757258,,,,78.43295671,,,,,,,,,,,,,,,,,,,,,,,,,74.92340871,42.63719073,67.1421183,100.0,76.81846291,72.82605488,50.04911708,,19.41334626,56.0377793,52.46044663,40.61400164,78.43295671,82.37939656,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,pais,Cyprus,2024,0-100,3_pillars_10_dims,61.50126092,,,,81.9478891,,,,,,,,,,,,,,,,,,,,,,,,,68.5275774,36.17555978,79.80064559,100.0,68.65642257,53.48330169,51.97058534,,29.58800654,47.49700267,31.44167014,59.40642863,81.9478891,98.04761905,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,pais,Viet Nam,2024,0-100,3_pillars_10_dims,61.41545515,,,,79.50303709,,,,,,,,,,,,,,,,,,,,,,,,,75.02487277,43.35797988,65.8635128,100.0,71.92983635,72.56334404,55.60631067,,27.61367909,56.57414106,45.88611949,42.84198518,79.50303709,75.24551612,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,pais,Bulgaria,2024,0-100,3_pillars_10_dims,60.63955798,,,,83.66036452,,,,,,,,,,,,,,,,,,,,,,,,,65.19340947,37.87529008,78.8499744,100.0,59.07425136,49.64537814,52.05400838,,26.2394486,49.7927979,37.59362373,65.3133788,83.66036452,87.5761799,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,pais,Türkiye,2024,0-100,3_pillars_10_dims,60.62787606,,,,74.02749008,,,,,,,,,,,,,,,,,,,,,,,,,70.72964704,45.13278032,66.02120083,100.0,74.72152976,57.48728456,50.70977386,,26.09889704,61.30732784,47.99211607,40.386525,74.02749008,83.6495874,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKR,pais,Ukraine,2024,0-100,3_pillars_10_dims,60.57013332,,,,83.92779511,,,,,,,,,,,,,,,,,,,,,,,,,73.41583722,41.92755308,66.36700965,100.0,75.43121913,57.40773874,60.82439101,,30.36265753,46.36832232,49.0516794,36.18024305,83.92779511,78.99299079,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,pais,Colombia,2024,0-100,3_pillars_10_dims,59.33330773,,,,82.52615054,,,,,,,,,,,,,,,,,,,,,,,,,71.95600814,38.99648719,67.04742787,100.0,74.95060726,52.97923778,59.89418751,,20.37424407,46.42259461,50.19262288,35.91044111,82.52615054,82.70569197,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,pais,Philippines,2024,0-100,3_pillars_10_dims,58.50707886,,,,71.67780384,,,,,,,,,,,,,,,,,,,,,,,,,74.49419223,38.57583598,62.45120836,100.0,79.68469203,61.50213896,56.78993792,,23.50106915,53.31727446,38.90916434,48.91974306,71.67780384,66.75607819,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRB,pais,Serbia,2024,0-100,3_pillars_10_dims,58.48610163,,,,78.40451661,,,,,,,,,,,,,,,,,,,,,,,,,69.88457689,38.22401947,67.34970854,100.0,80.04467428,48.73121345,50.76241983,,21.88507546,43.57437858,49.21260436,37.74043697,78.40451661,85.90417203,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,pais,Romania,2024,0-100,3_pillars_10_dims,58.0818462,,,,60.96366238,,,,,,,,,,,,,,,,,,,,,,,,,69.25300822,40.41200333,64.58052704,100.0,82.80649914,50.95014374,43.25538999,,28.38747376,47.3181095,45.53042674,53.97600978,60.96366238,78.80190897,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,pais,Greece,2024,0-100,3_pillars_10_dims,57.69792651,,,,81.34480252,,,,,,,,,,,,,,,,,,,,,,,,,50.66443858,46.54961935,75.8797216,0.0,87.84038176,58.82748541,55.98988716,,34.76814922,52.9252794,51.95542944,55.68744934,81.34480252,90.60691293,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER,pais,Peru,2024,0-100,3_pillars_10_dims,57.11155994,,,,75.91112978,,,,,,,,,,,,,,,,,,,,,,,,,68.60202113,34.02980339,68.70285532,100.0,78.63215645,52.15147523,43.62445284,,19.27457216,39.67343668,43.14140132,50.16181483,75.91112978,80.03562135,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,pais,Costa Rica,2024,0-100,3_pillars_10_dims,56.85007591,,,,78.67472479,,,,,,,,,,,,,,,,,,,,,,,,,68.45779037,34.73770853,67.35472884,100.0,83.48130678,43.13315549,47.2166992,,26.08160292,41.31704026,36.81448242,37.41228591,78.67472479,85.97717581,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,pais,Argentina,2024,0-100,3_pillars_10_dims,56.40407736,,,,88.34653468,,,,,,,,,,,,,,,,,,,,,,,,,64.65383311,37.08563876,67.47276022,100.0,71.34380001,48.86003359,38.41149884,,24.3038251,43.88824832,43.06484285,39.95998262,88.34653468,74.11176335,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,pais,Republic of Moldova,2024,0-100,3_pillars_10_dims,56.03414931,,,,78.90122028,,,,,,,,,,,,,,,,,,,,,,,,,69.37868523,29.93851947,68.78524325,100.0,75.04551461,46.02737649,56.44184981,,19.18921469,34.61081739,36.01552632,36.50900809,78.90122028,90.94550137,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIE,pais,Liechtenstein,2024,0-100,3_pillars_10_dims,55.90597714,,,,67.93694877,,,,,,,,,,,,,,,,,,,,,,,,,43.6996513,49.18810577,74.83017434,0.0,65.1960364,45.52529084,64.07727796,,38.77471202,49.44127087,59.34833443,61.49046412,67.93694877,95.06311014,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGY,pais,Egypt,2024,0-100,3_pillars_10_dims,55.62588551,,,,54.89562918,,,,,,,,,,,,,,,,,,,,,,,,,68.9843581,42.12676138,55.76653707,100.0,70.02051421,58.34293655,47.57398163,,17.833751,61.21267154,47.3338616,30.60895455,54.89562918,81.79502747,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRN,pais,Brunei Darussalam,2024,0-100,3_pillars_10_dims,55.44955575,,,,81.69830831,,,,,,,,,,,,,,,,,,,,,,,,,45.85409618,45.87483248,74.61973858,0.0,54.62534747,56.07709182,72.71394544,,28.03545967,52.39386437,57.19517339,54.6909004,81.69830831,87.47000704,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,pais,Andorra,2024,0-100,3_pillars_10_dims,54.4360374,,,,69.52685511,,,,,,,,,,,,,,,,,,,,,,,,,47.34146198,41.05697375,74.90967646,0.0,86.82800306,39.55399363,62.98385124,,36.40055244,52.03034202,34.74002679,60.13906412,69.52685511,95.06311014,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHR,pais,Bahrain,2024,0-100,3_pillars_10_dims,54.32835116,,,,84.10556726,,,,,,,,,,,,,,,,,,,,,,,,,45.62063539,37.60941773,79.75500036,0.0,57.07137304,63.67167352,61.739495,,29.55904273,43.46062757,39.80858288,62.73785722,84.10556726,92.4215766,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,pais,Mauritius,2024,0-100,3_pillars_10_dims,53.94349686,,,,69.96843529,,,,,,,,,,,,,,,,,,,,,,,,,65.30883779,32.70741304,63.81423976,100.0,68.32734441,45.9867326,46.92127414,,22.17803843,38.40520478,37.53899592,45.39837278,69.96843529,76.07591121,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,pais,Uzbekistan,2024,0-100,3_pillars_10_dims,53.45247202,,,,84.04801599,,,,,,,,,,,,,,,,,,,,,,,,,64.70968247,33.5033404,62.1443932,100.0,58.57243034,53.10459337,47.16170618,,15.78094381,40.97646738,43.75261001,40.00303443,84.04801599,62.38212918,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,pais,Mexico,2024,0-100,3_pillars_10_dims,53.28576348,,,,87.18652007,,,,,,,,,,,,,,,,,,,,,,,,,43.5246465,42.26674885,74.06589509,0.0,76.12917443,50.1996239,47.76978766,,29.39620131,47.26935175,50.13469348,45.40065857,87.18652007,89.61050663,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAF,pais,South Africa,2024,0-100,3_pillars_10_dims,52.91180045,,,,66.74559825,,,,,,,,,,,,,,,,,,,,,,,,,54.30148714,39.15089994,65.28301427,50.0,80.70546303,51.0419145,35.45857105,,25.55666161,53.67726596,38.21877227,43.05330773,66.74559825,86.05013683,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOM,pais,Dominican Republic,2024,0-100,3_pillars_10_dims,52.69157831,,,,69.20373798,,,,,,,,,,,,,,,,,,,,,,,,,69.03886351,24.76701863,64.26885278,100.0,57.97609318,55.5710162,62.60834467,,12.34935448,39.51816184,22.43353957,44.00881378,69.20373798,79.59400657,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HRV,pais,Croatia,2024,0-100,3_pillars_10_dims,51.62288743,,,,67.95373821,,,,,,,,,,,,,,,,,,,,,,,,,40.86261266,39.72296473,74.2830849,0.0,63.87893804,49.27858904,50.29292355,,25.41347972,46.19545765,47.55995681,59.84350698,67.95373821,95.05200951,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,pais,San Marino,2024,0-100,3_pillars_10_dims,51.59379335,,,,66.2426352,,,,,,,,,,,,,,,,,,,,,,,,,38.65028509,42.14249179,73.98860315,0.0,56.0476819,37.5339829,61.01947556,,36.48852557,49.8296893,40.10926051,60.66006412,66.2426352,95.06311014,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAZ,pais,Kazakhstan,2024,0-100,3_pillars_10_dims,51.40653433,,,,75.54376408,,,,,,,,,,,,,,,,,,,,,,,,,54.75332237,33.53520534,65.93107529,50.0,53.98756412,54.73175336,60.293972,,17.17458331,40.46097962,42.97005308,36.26627655,75.54376408,85.98318525,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWT,pais,Kuwait,2024,0-100,3_pillars_10_dims,51.25970098,,,,62.27528274,,,,,,,,,,,,,,,,,,,,,,,,,46.49395976,36.92892292,70.35622027,50.0,50.50311863,43.3429927,42.12972769,,33.48194648,37.48549618,39.81932608,58.64137465,62.27528274,90.15200341,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,pais,Rwanda,2024,0-100,3_pillars_10_dims,51.25257164,,,,59.96022511,,,,,,,,,,,,,,,,,,,,,,,,,71.43819993,30.29506431,52.02445068,100.0,75.61628671,60.10909353,50.02741948,,7.384135323,46.13333921,37.36771838,24.35896,59.96022511,71.75416693,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
