iso3,country_name,region,income_group,value_used_for_ranking,question_id,question_label,outcome,outcome_label,value_type,rank_desc,rank_asc,percentile,n_ranked,is_top_5_global,is_bottom_5_global,interpretation_label,missingness_flag,why_high_or_low_short
AUT,Austria,Europe & Central Asia,High income,24.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,23.0,21.0,0.4883720930232558,43,False,False,middle_performer,False,desempeño intermedio relativo
KOR,South Korea,East Asia & Pacific,High income,8.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,30.0,11.0,0.29069767441860467,43,False,False,low_performer,False,desempeño bajo relativo
HUN,Hungary,Europe & Central Asia,High income,6.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,35.0,8.0,0.19767441860465115,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
DNK,Denmark,Europe & Central Asia,High income,42.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,12.0,32.0,0.7441860465116279,43,False,False,middle_performer,False,desempeño intermedio relativo
DEU,Germany,Europe & Central Asia,High income,33.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,16.0,27.0,0.6395348837209303,43,False,False,middle_performer,False,desempeño intermedio relativo
POL,Poland,Europe & Central Asia,High income,6.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,35.0,8.0,0.19767441860465115,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
TWN,Taiwan,,,43.8,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,11.0,33.0,0.7674418604651163,43,False,False,high_performer,False,desempeño alto relativo
CZE,Czech Republic,Europe & Central Asia,High income,8.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,30.0,11.0,0.29069767441860467,43,False,False,low_performer,False,desempeño bajo relativo
ITA,Italy,Europe & Central Asia,High income,7.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,34.0,10.0,0.23255813953488372,43,False,False,low_performer,False,desempeño bajo relativo
BGR,Bulgaria,Europe & Central Asia,High income,9.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,27.0,15.0,0.37209302325581395,43,False,False,low_performer,False,desempeño bajo relativo
FIN,Finland,Europe & Central Asia,High income,54.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,8.0,36.0,0.8372093023255814,43,False,False,high_performer,False,desempeño alto relativo
CRI,Costa Rica,Latin America & Caribbean ,High income,5.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,37.0,6.0,0.1511627906976744,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
CHL,Chile,Latin America & Caribbean ,High income,9.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,27.0,15.0,0.37209302325581395,43,False,False,low_performer,False,desempeño bajo relativo
USA,United States,North America,High income,87.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
CHN,China,East Asia & Pacific,Upper middle income,28.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,19.0,25.0,0.5813953488372093,43,False,False,middle_performer,False,desempeño intermedio relativo
IND,India,South Asia,Lower middle income,31.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,18.0,26.0,0.6046511627906976,43,False,False,middle_performer,False,desempeño intermedio relativo
JPN,Japan,East Asia & Pacific,High income,37.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,14.0,30.0,0.6976744186046512,43,False,False,middle_performer,False,desempeño intermedio relativo
EST,Estonia,Europe & Central Asia,High income,100.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,1.0,40.0,0.9651162790697675,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
ARG,Argentina,Latin America & Caribbean ,Upper middle income,4.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,39.0,3.0,0.09302325581395349,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
BRA,Brazil,Latin America & Caribbean ,Upper middle income,12.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,26.0,18.0,0.4186046511627907,43,False,False,middle_performer,False,desempeño intermedio relativo
COL,Colombia,Latin America & Caribbean ,Upper middle income,8.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,30.0,11.0,0.29069767441860467,43,False,False,low_performer,False,desempeño bajo relativo
MEX,Mexico,Latin America & Caribbean ,Upper middle income,5.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,37.0,6.0,0.1511627906976744,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
PER,Peru,Latin America & Caribbean ,Upper middle income,2.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,42.0,2.0,0.046511627906976744,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
URY,Uruguay,Latin America & Caribbean ,High income,8.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,30.0,11.0,0.29069767441860467,43,False,False,low_performer,False,desempeño bajo relativo
GRC,Greece,Europe & Central Asia,High income,4.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,39.0,3.0,0.09302325581395349,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ROU,Romania,Europe & Central Asia,High income,4.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,39.0,3.0,0.09302325581395349,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
HRV,Croatia,Europe & Central Asia,High income,9.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,27.0,15.0,0.37209302325581395,43,False,False,low_performer,False,desempeño bajo relativo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,30.3887519497273,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,14.0,27.0,0.675,40,False,False,middle_performer,False,desempeño intermedio relativo
SGP,Singapore,East Asia & Pacific,High income,100.0,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,1.0,37.0,0.9625,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
NOR,Norway,Europe & Central Asia,High income,16.043029029287,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,21.0,20.0,0.5,40,False,False,middle_performer,False,desempeño intermedio relativo
IRL,Ireland,Europe & Central Asia,High income,36.4551723326785,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,11.0,30.0,0.75,40,False,False,high_performer,False,desempeño alto relativo
FRA,France,Europe & Central Asia,High income,49.5878640668173,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,8.0,33.0,0.825,40,False,False,high_performer,False,desempeño alto relativo
ESP,Spain,Europe & Central Asia,High income,9.34148397556923,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,25.0,16.0,0.4,40,False,False,middle_performer,False,desempeño intermedio relativo
NZL,New Zealand,East Asia & Pacific,High income,19.3026608634052,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,19.0,22.0,0.55,40,False,False,middle_performer,False,desempeño intermedio relativo
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,17.9439125883412,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,20.0,21.0,0.525,40,False,False,middle_performer,False,desempeño intermedio relativo
GBR,United Kingdom,Europe & Central Asia,High income,73.1447326591885,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,6.0,35.0,0.875,40,False,False,high_performer,False,desempeño alto relativo
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.679195832220637,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,39.0,2.0,0.05,40,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
AUS,Australia,East Asia & Pacific,High income,25.335210146763,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,15.0,26.0,0.65,40,False,False,middle_performer,False,desempeño intermedio relativo
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,100.0,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,1.0,37.0,0.9625,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
BEL,Belgium,Europe & Central Asia,High income,19.8582521525309,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,18.0,23.0,0.575,40,False,False,middle_performer,False,desempeño intermedio relativo
CAN,Canada,North America,High income,100.0,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,1.0,37.0,0.9625,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
CHE,Switzerland,Europe & Central Asia,High income,53.8346244301293,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,7.0,34.0,0.85,40,False,False,high_performer,False,desempeño alto relativo
SWE,Sweden,Europe & Central Asia,High income,35.9235637796986,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,12.0,29.0,0.725,40,False,False,middle_performer,False,desempeño intermedio relativo
AUT,Austria,Europe & Central Asia,High income,10.4544426973637,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,23.0,18.0,0.45,40,False,False,middle_performer,False,desempeño intermedio relativo
KOR,South Korea,East Asia & Pacific,High income,5.1544887120339,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,28.0,13.0,0.325,40,False,False,low_performer,False,desempeño bajo relativo
HUN,Hungary,Europe & Central Asia,High income,4.78882117748421,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,29.0,12.0,0.3,40,False,False,low_performer,False,desempeño bajo relativo
DNK,Denmark,Europe & Central Asia,High income,40.8785305756796,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,10.0,31.0,0.775,40,False,False,high_performer,False,desempeño alto relativo
DEU,Germany,Europe & Central Asia,High income,22.4909398637641,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,17.0,24.0,0.6,40,False,False,middle_performer,False,desempeño intermedio relativo
POL,Poland,Europe & Central Asia,High income,3.33375041549552,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,32.0,9.0,0.225,40,False,False,low_performer,False,desempeño bajo relativo
TWN,Taiwan,,,,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,,,,40,False,False,not_ranked_missing,True,sin dato suficiente para ranking
CZE,Czech Republic,Europe & Central Asia,High income,1.82702984455493,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,37.0,4.0,0.1,40,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ITA,Italy,Europe & Central Asia,High income,7.13114531079065,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,27.0,14.0,0.35,40,False,False,low_performer,False,desempeño bajo relativo
BGR,Bulgaria,Europe & Central Asia,High income,9.50287580940247,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,24.0,17.0,0.425,40,False,False,middle_performer,False,desempeño intermedio relativo
FIN,Finland,Europe & Central Asia,High income,43.9707170242733,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,9.0,32.0,0.8,40,False,False,high_performer,False,desempeño alto relativo
CRI,Costa Rica,Latin America & Caribbean ,High income,,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,,,,40,False,False,not_ranked_missing,True,sin dato suficiente para ranking
CHL,Chile,Latin America & Caribbean ,High income,3.94851488450514,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,31.0,10.0,0.25,40,False,False,low_performer,False,desempeño bajo relativo
USA,United States,North America,High income,100.0,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,1.0,37.0,0.9625,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
CHN,China,East Asia & Pacific,Upper middle income,31.0203696294824,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,13.0,28.0,0.7,40,False,False,middle_performer,False,desempeño intermedio relativo
IND,India,South Asia,Lower middle income,23.4179716337861,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,16.0,25.0,0.625,40,False,False,middle_performer,False,desempeño intermedio relativo
JPN,Japan,East Asia & Pacific,High income,13.5611776309987,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,22.0,19.0,0.475,40,False,False,middle_performer,False,desempeño intermedio relativo
EST,Estonia,Europe & Central Asia,High income,89.8155460919345,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,5.0,36.0,0.9,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
ARG,Argentina,Latin America & Caribbean ,Upper middle income,1.46047711722145,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,38.0,3.0,0.075,40,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
BRA,Brazil,Latin America & Caribbean ,Upper middle income,7.73827777506172,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,26.0,15.0,0.375,40,False,False,low_performer,False,desempeño bajo relativo
COL,Colombia,Latin America & Caribbean ,Upper middle income,3.20128857045219,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,33.0,8.0,0.2,40,False,False,low_performer,False,desempeño bajo relativo
MEX,Mexico,Latin America & Caribbean ,Upper middle income,2.07476943223105,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,35.0,6.0,0.15,40,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
PER,Peru,Latin America & Caribbean ,Upper middle income,0.635879349436584,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,40.0,1.0,0.025,40,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
URY,Uruguay,Latin America & Caribbean ,High income,4.24955873945845,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,30.0,11.0,0.275,40,False,False,low_performer,False,desempeño bajo relativo
GRC,Greece,Europe & Central Asia,High income,1.94203888165926,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,36.0,5.0,0.125,40,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ROU,Romania,Europe & Central Asia,High income,2.68000752252643,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,34.0,7.0,0.175,40,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
HRV,Croatia,Europe & Central Asia,High income,,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,,,,40,False,False,not_ranked_missing,True,sin dato suficiente para ranking
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,64.0,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,1.0,42.0,1.0,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
SGP,Singapore,East Asia & Pacific,High income,60.9,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,2.0,41.0,0.9761904761904762,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
NOR,Norway,Europe & Central Asia,High income,46.4,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,3.0,40.0,0.9523809523809523,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
IRL,Ireland,Europe & Central Asia,High income,44.6,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,4.0,39.0,0.9285714285714286,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
FRA,France,Europe & Central Asia,High income,44.0,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,5.0,38.0,0.9047619047619048,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
ESP,Spain,Europe & Central Asia,High income,41.8,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,6.0,37.0,0.8809523809523809,42,False,False,high_performer,False,desempeño alto relativo
NZL,New Zealand,East Asia & Pacific,High income,40.5,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,7.0,36.0,0.8571428571428571,42,False,False,high_performer,False,desempeño alto relativo
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,38.9,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,8.0,34.0,0.8214285714285714,42,False,False,high_performer,False,desempeño alto relativo
GBR,United Kingdom,Europe & Central Asia,High income,38.9,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,8.0,34.0,0.8214285714285714,42,False,False,high_performer,False,desempeño alto relativo
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,38.3,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,10.0,33.0,0.7857142857142857,42,False,False,high_performer,False,desempeño alto relativo
AUS,Australia,East Asia & Pacific,High income,36.9,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,11.0,32.0,0.7619047619047619,42,False,False,high_performer,False,desempeño alto relativo
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,36.1,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,12.0,31.0,0.7380952380952381,42,False,False,middle_performer,False,desempeño intermedio relativo
BEL,Belgium,Europe & Central Asia,High income,36.0,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,13.0,30.0,0.7142857142857143,42,False,False,middle_performer,False,desempeño intermedio relativo
