record_type,iso3,variable_matriz,component,value,explained_variance_ratio
loading,,wb_ict_goods_exports_pct,PC9,0.054044,0.010927
loading,,wb_ict_goods_exports_pct,PC10,0.075745,0.007181
loading,,wb_ict_service_exports_pct,PC1,0.016043,0.37287
loading,,wb_ict_service_exports_pct,PC2,0.0245,0.22296
loading,,wb_ict_service_exports_pct,PC3,0.000445,0.148778
loading,,wb_ict_service_exports_pct,PC4,-0.023291,0.060602
loading,,wb_ict_service_exports_pct,PC5,0.051499,0.037459
loading,,wb_ict_service_exports_pct,PC6,-0.027338,0.032488
loading,,wb_ict_service_exports_pct,PC7,-0.020334,0.024564
loading,,wb_ict_service_exports_pct,PC8,0.097555,0.017946
loading,,wb_ict_service_exports_pct,PC9,0.027828,0.010927
loading,,wb_ict_service_exports_pct,PC10,0.019458,0.007181
loading,,wb_inflation_consumer_prices,PC1,-0.124424,0.37287
loading,,wb_inflation_consumer_prices,PC2,0.03613,0.22296
loading,,wb_inflation_consumer_prices,PC3,0.982729,0.148778
loading,,wb_inflation_consumer_prices,PC4,0.036658,0.060602
loading,,wb_inflation_consumer_prices,PC5,0.087442,0.037459
loading,,wb_inflation_consumer_prices,PC6,0.003934,0.032488
loading,,wb_inflation_consumer_prices,PC7,-0.026201,0.024564
loading,,wb_inflation_consumer_prices,PC8,0.022319,0.017946
loading,,wb_inflation_consumer_prices,PC9,0.013839,0.010927
loading,,wb_inflation_consumer_prices,PC10,0.001428,0.007181
loading,,wb_internet_penetration,PC1,0.042275,0.37287
loading,,wb_internet_penetration,PC2,-0.002676,0.22296
loading,,wb_internet_penetration,PC3,0.004646,0.148778
loading,,wb_internet_penetration,PC4,0.096437,0.060602
loading,,wb_internet_penetration,PC5,0.075832,0.037459
loading,,wb_internet_penetration,PC6,-0.042299,0.032488
loading,,wb_internet_penetration,PC7,-0.141587,0.024564
loading,,wb_internet_penetration,PC8,-0.116221,0.017946
loading,,wb_internet_penetration,PC9,0.027412,0.010927
loading,,wb_internet_penetration,PC10,0.061313,0.007181
loading,,wb_labor_force,PC1,0.011224,0.37287
loading,,wb_labor_force,PC2,0.634788,0.22296
loading,,wb_labor_force,PC3,-0.031298,0.148778
loading,,wb_labor_force,PC4,-0.265497,0.060602
loading,,wb_labor_force,PC5,0.170474,0.037459
loading,,wb_labor_force,PC6,-0.01048,0.032488
loading,,wb_labor_force,PC7,-0.158962,0.024564
loading,,wb_labor_force,PC8,0.078845,0.017946
loading,,wb_labor_force,PC9,-0.005806,0.010927
loading,,wb_labor_force,PC10,0.009797,0.007181
loading,,wb_mobile_subscriptions_per100,PC1,0.009408,0.37287
loading,,wb_mobile_subscriptions_per100,PC2,-0.01384,0.22296
loading,,wb_mobile_subscriptions_per100,PC3,-0.007736,0.148778
loading,,wb_mobile_subscriptions_per100,PC4,0.066613,0.060602
loading,,wb_mobile_subscriptions_per100,PC5,0.041797,0.037459
loading,,wb_mobile_subscriptions_per100,PC6,-0.010953,0.032488
loading,,wb_mobile_subscriptions_per100,PC7,-0.068156,0.024564
loading,,wb_mobile_subscriptions_per100,PC8,-0.025446,0.017946
loading,,wb_mobile_subscriptions_per100,PC9,0.014616,0.010927
loading,,wb_mobile_subscriptions_per100,PC10,-0.111329,0.007181
loading,,wb_political_stability,PC1,0.022875,0.37287
loading,,wb_political_stability,PC2,-0.014262,0.22296
loading,,wb_political_stability,PC3,-0.005251,0.148778
loading,,wb_political_stability,PC4,0.01992,0.060602
loading,,wb_political_stability,PC5,0.02771,0.037459
loading,,wb_political_stability,PC6,-0.007852,0.032488
loading,,wb_political_stability,PC7,-0.074059,0.024564
loading,,wb_political_stability,PC8,-0.051222,0.017946
loading,,wb_political_stability,PC9,-0.032421,0.010927
loading,,wb_political_stability,PC10,0.004659,0.007181
loading,,wb_political_stability_se,PC1,0.015392,0.37287
loading,,wb_political_stability_se,PC2,-0.028562,0.22296
loading,,wb_political_stability_se,PC3,-0.00415,0.148778
loading,,wb_political_stability_se,PC4,0.006135,0.060602
loading,,wb_political_stability_se,PC5,0.012749,0.037459
loading,,wb_political_stability_se,PC6,-0.04737,0.032488
loading,,wb_political_stability_se,PC7,-0.053006,0.024564
loading,,wb_political_stability_se,PC8,0.018776,0.017946
loading,,wb_political_stability_se,PC9,0.119632,0.010927
loading,,wb_political_stability_se,PC10,0.153584,0.007181
loading,,wb_population,PC1,0.005644,0.37287
loading,,wb_population,PC2,0.552593,0.22296
loading,,wb_population,PC3,-0.027464,0.148778
loading,,wb_population,PC4,-0.258177,0.060602
loading,,wb_population,PC5,0.156425,0.037459
loading,,wb_population,PC6,-0.024769,0.032488
loading,,wb_population,PC7,-0.145174,0.024564
loading,,wb_population,PC8,0.08666,0.017946
loading,,wb_population,PC9,-0.00985,0.010927
loading,,wb_population,PC10,0.030088,0.007181
loading,,wb_regulatory_quality,PC1,0.043352,0.37287
loading,,wb_regulatory_quality,PC2,-0.007127,0.22296
loading,,wb_regulatory_quality,PC3,-0.007379,0.148778
loading,,wb_regulatory_quality,PC4,0.032678,0.060602
loading,,wb_regulatory_quality,PC5,0.024012,0.037459
loading,,wb_regulatory_quality,PC6,-0.019847,0.032488
loading,,wb_regulatory_quality,PC7,-0.045872,0.024564
loading,,wb_regulatory_quality,PC8,0.003873,0.017946
loading,,wb_regulatory_quality,PC9,-0.019299,0.010927
loading,,wb_regulatory_quality,PC10,-0.032419,0.007181
loading,,wb_regulatory_quality_se,PC1,0.032765,0.37287
loading,,wb_regulatory_quality_se,PC2,-0.003395,0.22296
loading,,wb_regulatory_quality_se,PC3,-0.002867,0.148778
loading,,wb_regulatory_quality_se,PC4,0.056608,0.060602
loading,,wb_regulatory_quality_se,PC5,0.042946,0.037459
loading,,wb_regulatory_quality_se,PC6,-0.067227,0.032488
loading,,wb_regulatory_quality_se,PC7,-0.065955,0.024564
loading,,wb_regulatory_quality_se,PC8,-0.038402,0.017946
loading,,wb_regulatory_quality_se,PC9,0.126163,0.010927
loading,,wb_regulatory_quality_se,PC10,0.126075,0.007181
loading,,wb_rule_of_law,PC1,0.042224,0.37287
loading,,wb_rule_of_law,PC2,-0.006552,0.22296
loading,,wb_rule_of_law,PC3,-0.003613,0.148778
loading,,wb_rule_of_law,PC4,0.022145,0.060602
loading,,wb_rule_of_law,PC5,0.014552,0.037459
loading,,wb_rule_of_law,PC6,-0.020631,0.032488
loading,,wb_rule_of_law,PC7,-0.053078,0.024564
loading,,wb_rule_of_law,PC8,0.006217,0.017946
loading,,wb_rule_of_law,PC9,-0.053664,0.010927
loading,,wb_rule_of_law,PC10,-0.016254,0.007181
loading,,wb_rule_of_law_se,PC1,0.020511,0.37287
loading,,wb_rule_of_law_se,PC2,-0.016455,0.22296
loading,,wb_rule_of_law_se,PC3,-0.020926,0.148778
loading,,wb_rule_of_law_se,PC4,0.079017,0.060602
loading,,wb_rule_of_law_se,PC5,0.123822,0.037459
loading,,wb_rule_of_law_se,PC6,-0.234729,0.032488
loading,,wb_rule_of_law_se,PC7,-0.121025,0.024564
loading,,wb_rule_of_law_se,PC8,-0.025095,0.017946
loading,,wb_rule_of_law_se,PC9,0.632695,0.010927
loading,,wb_rule_of_law_se,PC10,-0.003436,0.007181
loading,,wb_secure_servers_per_1m,PC1,0.711002,0.37287
loading,,wb_secure_servers_per_1m,PC2,-0.144997,0.22296
loading,,wb_secure_servers_per_1m,PC3,0.112929,0.148778
loading,,wb_secure_servers_per_1m,PC4,-0.419021,0.060602
loading,,wb_secure_servers_per_1m,PC5,-0.046623,0.037459
loading,,wb_secure_servers_per_1m,PC6,0.431101,0.032488
loading,,wb_secure_servers_per_1m,PC7,-0.088244,0.024564
loading,,wb_secure_servers_per_1m,PC8,-0.149147,0.017946
loading,,wb_secure_servers_per_1m,PC9,0.180994,0.010927
loading,,wb_secure_servers_per_1m,PC10,-0.041521,0.007181
loading,,wb_tertiary_education_enrollment,PC1,0.02292,0.37287
loading,,wb_tertiary_education_enrollment,PC2,-0.00317,0.22296
loading,,wb_tertiary_education_enrollment,PC3,0.013264,0.148778
loading,,wb_tertiary_education_enrollment,PC4,0.042679,0.060602
loading,,wb_tertiary_education_enrollment,PC5,0.017027,0.037459
loading,,wb_tertiary_education_enrollment,PC6,-0.014718,0.032488
loading,,wb_tertiary_education_enrollment,PC7,-0.069014,0.024564
loading,,wb_tertiary_education_enrollment,PC8,-0.035752,0.017946
loading,,wb_tertiary_education_enrollment,PC9,-0.030167,0.010927
loading,,wb_tertiary_education_enrollment,PC10,0.087084,0.007181
loading,,wb_trade_pct_gdp,PC1,0.023229,0.37287
loading,,wb_trade_pct_gdp,PC2,-0.02116,0.22296
loading,,wb_trade_pct_gdp,PC3,-0.014177,0.148778
loading,,wb_trade_pct_gdp,PC4,0.000936,0.060602
loading,,wb_trade_pct_gdp,PC5,0.065033,0.037459
loading,,wb_trade_pct_gdp,PC6,0.016242,0.032488
loading,,wb_trade_pct_gdp,PC7,-0.038766,0.024564
loading,,wb_trade_pct_gdp,PC8,-0.030353,0.017946
loading,,wb_trade_pct_gdp,PC9,-0.005318,0.010927
loading,,wb_trade_pct_gdp,PC10,0.046554,0.007181
loading,,wb_unemployment_rate,PC1,-0.005621,0.37287
loading,,wb_unemployment_rate,PC2,-0.007455,0.22296
loading,,wb_unemployment_rate,PC3,0.011273,0.148778
loading,,wb_unemployment_rate,PC4,-0.000591,0.060602
loading,,wb_unemployment_rate,PC5,-0.022098,0.037459
loading,,wb_unemployment_rate,PC6,-0.029862,0.032488
loading,,wb_unemployment_rate,PC7,-0.040119,0.024564
loading,,wb_unemployment_rate,PC8,-0.002867,0.017946
loading,,wb_unemployment_rate,PC9,-0.040692,0.010927
loading,,wb_unemployment_rate,PC10,0.067634,0.007181
loading,,wb_voice_accountability,PC1,0.034336,0.37287
loading,,wb_voice_accountability,PC2,-0.003209,0.22296
loading,,wb_voice_accountability,PC3,0.002847,0.148778
loading,,wb_voice_accountability,PC4,0.014087,0.060602
loading,,wb_voice_accountability,PC5,0.00438,0.037459
loading,,wb_voice_accountability,PC6,-0.002371,0.032488
loading,,wb_voice_accountability,PC7,-0.025973,0.024564
loading,,wb_voice_accountability,PC8,0.003867,0.017946
loading,,wb_voice_accountability,PC9,-0.084539,0.010927
loading,,wb_voice_accountability,PC10,0.072986,0.007181
loading,,wb_voice_accountability_se,PC1,0.031624,0.37287
loading,,wb_voice_accountability_se,PC2,-0.005447,0.22296
loading,,wb_voice_accountability_se,PC3,-0.00272,0.148778
loading,,wb_voice_accountability_se,PC4,0.045494,0.060602
loading,,wb_voice_accountability_se,PC5,0.048949,0.037459
loading,,wb_voice_accountability_se,PC6,-0.109353,0.032488
loading,,wb_voice_accountability_se,PC7,-0.040718,0.024564
loading,,wb_voice_accountability_se,PC8,0.021788,0.017946
loading,,wb_voice_accountability_se,PC9,0.184863,0.010927
loading,,wb_voice_accountability_se,PC10,0.008963,0.007181
loading,,wipo_gii_score,PC1,0.049991,0.37287
loading,,wipo_gii_score,PC2,0.004838,0.22296
loading,,wipo_gii_score,PC3,0.000433,0.148778
loading,,wipo_gii_score,PC4,0.041422,0.060602
loading,,wipo_gii_score,PC5,0.028763,0.037459
loading,,wipo_gii_score,PC6,-0.029481,0.032488
loading,,wipo_gii_score,PC7,-0.020656,0.024564
loading,,wipo_gii_score,PC8,0.007721,0.017946
loading,,wipo_gii_score,PC9,-0.036598,0.010927
loading,,wipo_gii_score,PC10,0.010475,0.007181
loading,,wipo_in_1_1_1_score,PC1,0.034117,0.37287
loading,,wipo_in_1_1_1_score,PC2,-0.006989,0.22296
loading,,wipo_in_1_1_1_score,PC3,-0.022606,0.148778
loading,,wipo_in_1_1_1_score,PC4,0.031384,0.060602
loading,,wipo_in_1_1_1_score,PC5,0.041098,0.037459
loading,,wipo_in_1_1_1_score,PC6,-0.009236,0.032488
loading,,wipo_in_1_1_1_score,PC7,-0.068216,0.024564
loading,,wipo_in_1_1_1_score,PC8,-0.032692,0.017946
loading,,wipo_in_1_1_1_score,PC9,-0.031413,0.010927
loading,,wipo_in_1_1_1_score,PC10,-0.039384,0.007181
loading,,wipo_in_1_1_2_score,PC1,0.038372,0.37287
loading,,wipo_in_1_1_2_score,PC2,-0.00116,0.22296
loading,,wipo_in_1_1_2_score,PC3,-0.008732,0.148778
loading,,wipo_in_1_1_2_score,PC4,0.026675,0.060602
loading,,wipo_in_1_1_2_score,PC5,0.030118,0.037459
loading,,wipo_in_1_1_2_score,PC6,-0.021639,0.032488
loading,,wipo_in_1_1_2_score,PC7,-0.04608,0.024564
loading,,wipo_in_1_1_2_score,PC8,0.009046,0.017946
loading,,wipo_in_1_1_2_score,PC9,-0.031022,0.010927
loading,,wipo_in_1_1_2_score,PC10,-0.057732,0.007181
loading,,wipo_in_1_1_score,PC1,0.036406,0.37287
loading,,wipo_in_1_1_score,PC2,-0.003629,0.22296
loading,,wipo_in_1_1_score,PC3,-0.014583,0.148778
loading,,wipo_in_1_1_score,PC4,0.028562,0.060602
loading,,wipo_in_1_1_score,PC5,0.034652,0.037459
loading,,wipo_in_1_1_score,PC6,-0.016285,0.032488
loading,,wipo_in_1_1_score,PC7,-0.055282,0.024564
loading,,wipo_in_1_1_score,PC8,-0.008705,0.017946
loading,,wipo_in_1_1_score,PC9,-0.031059,0.010927
loading,,wipo_in_1_1_score,PC10,-0.049705,0.007181
loading,,wipo_in_1_2_1_score,PC1,0.042009,0.37287
loading,,wipo_in_1_2_1_score,PC2,-0.006669,0.22296
loading,,wipo_in_1_2_1_score,PC3,-0.010087,0.148778
loading,,wipo_in_1_2_1_score,PC4,0.033669,0.060602
loading,,wipo_in_1_2_1_score,PC5,0.025727,0.037459
loading,,wipo_in_1_2_1_score,PC6,-0.015815,0.032488
loading,,wipo_in_1_2_1_score,PC7,-0.044011,0.024564
loading,,wipo_in_1_2_1_score,PC8,-0.000617,0.017946
loading,,wipo_in_1_2_1_score,PC9,-0.027988,0.010927
loading,,wipo_in_1_2_1_score,PC10,-0.011134,0.007181
loading,,wipo_in_1_2_2_score,PC1,0.046273,0.37287
loading,,wipo_in_1_2_2_score,PC2,-0.004482,0.22296
loading,,wipo_in_1_2_2_score,PC3,-0.007124,0.148778
loading,,wipo_in_1_2_2_score,PC4,0.02779,0.060602
loading,,wipo_in_1_2_2_score,PC5,0.020889,0.037459
loading,,wipo_in_1_2_2_score,PC6,-0.023413,0.032488
loading,,wipo_in_1_2_2_score,PC7,-0.052606,0.024564
loading,,wipo_in_1_2_2_score,PC8,0.007868,0.017946
loading,,wipo_in_1_2_2_score,PC9,-0.056387,0.010927
loading,,wipo_in_1_2_2_score,PC10,-0.039555,0.007181
loading,,wipo_in_1_2_score,PC1,0.044468,0.37287
loading,,wipo_in_1_2_score,PC2,-0.005592,0.22296
loading,,wipo_in_1_2_score,PC3,-0.008634,0.148778
loading,,wipo_in_1_2_score,PC4,0.030875,0.060602
loading,,wipo_in_1_2_score,PC5,0.023415,0.037459
loading,,wipo_in_1_2_score,PC6,-0.019813,0.032488
loading,,wipo_in_1_2_score,PC7,-0.048704,0.024564
loading,,wipo_in_1_2_score,PC8,0.003729,0.017946
loading,,wipo_in_1_2_score,PC9,-0.042729,0.010927
loading,,wipo_in_1_2_score,PC10,-0.025776,0.007181
loading,,wipo_in_1_score,PC1,0.028316,0.37287
loading,,wipo_in_1_score,PC2,-0.002953,0.22296
loading,,wipo_in_1_score,PC3,-0.012335,0.148778
loading,,wipo_in_1_score,PC4,0.018991,0.060602
loading,,wipo_in_1_score,PC5,0.024298,0.037459
loading,,wipo_in_1_score,PC6,-0.017817,0.032488
loading,,wipo_in_1_score,PC7,-0.03845,0.024564
loading,,wipo_in_1_score,PC8,0.00682,0.017946
loading,,wipo_in_1_score,PC9,-0.002675,0.010927
loading,,wipo_in_1_score,PC10,-0.073782,0.007181
loading,,wipo_in_2_1_score,PC1,0.027286,0.37287
loading,,wipo_in_2_1_score,PC2,-0.005389,0.22296
loading,,wipo_in_2_1_score,PC3,-0.008374,0.148778
loading,,wipo_in_2_1_score,PC4,0.026803,0.060602
loading,,wipo_in_2_1_score,PC5,0.002649,0.037459
loading,,wipo_in_2_1_score,PC6,-0.025373,0.032488
loading,,wipo_in_2_1_score,PC7,-0.051699,0.024564
loading,,wipo_in_2_1_score,PC8,-0.015733,0.017946
loading,,wipo_in_2_1_score,PC9,-0.049006,0.010927
loading,,wipo_in_2_1_score,PC10,0.043768,0.007181
loading,,wipo_in_2_3_4_score,PC1,0.038782,0.37287
loading,,wipo_in_2_3_4_score,PC2,0.019818,0.22296
loading,,wipo_in_2_3_4_score,PC3,0.011329,0.148778
loading,,wipo_in_2_3_4_score,PC4,0.046963,0.060602
loading,,wipo_in_2_3_4_score,PC5,0.003987,0.037459
loading,,wipo_in_2_3_4_score,PC6,-0.024891,0.032488
loading,,wipo_in_2_3_4_score,PC7,0.012697,0.024564
loading,,wipo_in_2_3_4_score,PC8,-0.012555,0.017946
loading,,wipo_in_2_3_4_score,PC9,-0.018409,0.010927
loading,,wipo_in_2_3_4_score,PC10,-0.036482,0.007181
loading,,wipo_in_2_3_score,PC1,0.071004,0.37287
loading,,wipo_in_2_3_score,PC2,0.016453,0.22296
loading,,wipo_in_2_3_score,PC3,0.016189,0.148778
loading,,wipo_in_2_3_score,PC4,0.05853,0.060602
loading,,wipo_in_2_3_score,PC5,-0.000609,0.037459
loading,,wipo_in_2_3_score,PC6,-0.052252,0.032488
loading,,wipo_in_2_3_score,PC7,0.000866,0.024564
loading,,wipo_in_2_3_score,PC8,0.051824,0.017946
loading,,wipo_in_2_3_score,PC9,-0.048862,0.010927
loading,,wipo_in_2_3_score,PC10,-0.019044,0.007181
loading,,wipo_in_2_score,PC1,0.041791,0.37287
loading,,wipo_in_2_score,PC2,0.002129,0.22296
loading,,wipo_in_2_score,PC3,0.003987,0.148778
loading,,wipo_in_2_score,PC4,0.044472,0.060602
loading,,wipo_in_2_score,PC5,0.013619,0.037459
loading,,wipo_in_2_score,PC6,-0.029266,0.032488
loading,,wipo_in_2_score,PC7,-0.031906,0.024564
loading,,wipo_in_2_score,PC8,0.00282,0.017946
loading,,wipo_in_2_score,PC9,-0.035034,0.010927
loading,,wipo_in_2_score,PC10,0.010962,0.007181
loading,,wipo_in_3_1_1_score,PC1,0.037832,0.37287
loading,,wipo_in_3_1_1_score,PC2,0.001538,0.22296
loading,,wipo_in_3_1_1_score,PC3,0.004984,0.148778
loading,,wipo_in_3_1_1_score,PC4,0.076483,0.060602
loading,,wipo_in_3_1_1_score,PC5,0.071177,0.037459
loading,,wipo_in_3_1_1_score,PC6,-0.021447,0.032488
loading,,wipo_in_3_1_1_score,PC7,-0.108838,0.024564
loading,,wipo_in_3_1_1_score,PC8,-0.085115,0.017946
loading,,wipo_in_3_1_1_score,PC9,-0.016683,0.010927
loading,,wipo_in_3_1_1_score,PC10,0.043671,0.007181
loading,,wipo_in_3_1_2_score,PC1,0.044948,0.37287
loading,,wipo_in_3_1_2_score,PC2,0.003594,0.22296
loading,,wipo_in_3_1_2_score,PC3,-0.011463,0.148778
loading,,wipo_in_3_1_2_score,PC4,0.100713,0.060602
loading,,wipo_in_3_1_2_score,PC5,0.087102,0.037459
loading,,wipo_in_3_1_2_score,PC6,-0.034877,0.032488
loading,,wipo_in_3_1_2_score,PC7,-0.160682,0.024564
loading,,wipo_in_3_1_2_score,PC8,-0.09249,0.017946
loading,,wipo_in_3_1_2_score,PC9,0.013961,0.010927
loading,,wipo_in_3_1_2_score,PC10,-0.010529,0.007181
loading,,wipo_in_3_1_3_score,PC1,0.029382,0.37287
loading,,wipo_in_3_1_3_score,PC2,0.010031,0.22296
loading,,wipo_in_3_1_3_score,PC3,0.001684,0.148778
loading,,wipo_in_3_1_3_score,PC4,0.05128,0.060602
loading,,wipo_in_3_1_3_score,PC5,0.027684,0.037459
loading,,wipo_in_3_1_3_score,PC6,-0.007944,0.032488
loading,,wipo_in_3_1_3_score,PC7,-0.071424,0.024564
loading,,wipo_in_3_1_3_score,PC8,-0.03929,0.017946
loading,,wipo_in_3_1_3_score,PC9,-0.007624,0.010927
loading,,wipo_in_3_1_3_score,PC10,-0.054111,0.007181
loading,,wipo_in_3_1_score,PC1,0.038399,0.37287
loading,,wipo_in_3_1_score,PC2,0.006104,0.22296
loading,,wipo_in_3_1_score,PC3,-0.000633,0.148778
loading,,wipo_in_3_1_score,PC4,0.076631,0.060602
loading,,wipo_in_3_1_score,PC5,0.06067,0.037459
loading,,wipo_in_3_1_score,PC6,-0.02011,0.032488
loading,,wipo_in_3_1_score,PC7,-0.112829,0.024564
loading,,wipo_in_3_1_score,PC8,-0.071964,0.017946
loading,,wipo_in_3_1_score,PC9,-0.005622,0.010927
loading,,wipo_in_3_1_score,PC10,-0.011726,0.007181
loading,,wipo_in_3_2_score,PC1,0.026042,0.37287
loading,,wipo_in_3_2_score,PC2,0.002215,0.22296
loading,,wipo_in_3_2_score,PC3,-0.008438,0.148778
loading,,wipo_in_3_2_score,PC4,0.030179,0.060602
loading,,wipo_in_3_2_score,PC5,0.018306,0.037459
loading,,wipo_in_3_2_score,PC6,-0.017216,0.032488
loading,,wipo_in_3_2_score,PC7,-0.03609,0.024564
loading,,wipo_in_3_2_score,PC8,0.026153,0.017946
loading,,wipo_in_3_2_score,PC9,-0.01448,0.010927
loading,,wipo_in_3_2_score,PC10,-0.018111,0.007181
loading,,wipo_in_3_3_2_score,PC1,0.018703,0.37287
loading,,wipo_in_3_3_2_score,PC2,-0.007922,0.22296
loading,,wipo_in_3_3_2_score,PC3,0.000924,0.148778
loading,,wipo_in_3_3_2_score,PC4,-0.003119,0.060602
loading,,wipo_in_3_3_2_score,PC5,-0.020248,0.037459
loading,,wipo_in_3_3_2_score,PC6,-0.014051,0.032488
loading,,wipo_in_3_3_2_score,PC7,-0.019292,0.024564
loading,,wipo_in_3_3_2_score,PC8,0.0467,0.017946
loading,,wipo_in_3_3_2_score,PC9,-0.074132,0.010927
loading,,wipo_in_3_3_2_score,PC10,0.138771,0.007181
loading,,wipo_in_3_3_3_score,PC1,0.027399,0.37287
loading,,wipo_in_3_3_3_score,PC2,-0.012036,0.22296
loading,,wipo_in_3_3_3_score,PC3,-0.005666,0.148778
loading,,wipo_in_3_3_3_score,PC4,0.026462,0.060602
loading,,wipo_in_3_3_3_score,PC5,0.035209,0.037459
loading,,wipo_in_3_3_3_score,PC6,0.016851,0.032488
loading,,wipo_in_3_3_3_score,PC7,-0.082613,0.024564
loading,,wipo_in_3_3_3_score,PC8,-0.093565,0.017946
loading,,wipo_in_3_3_3_score,PC9,-0.155422,0.010927
loading,,wipo_in_3_3_3_score,PC10,0.105695,0.007181
loading,,wipo_in_3_3_score,PC1,0.028301,0.37287
loading,,wipo_in_3_3_score,PC2,-0.009608,0.22296
loading,,wipo_in_3_3_score,PC3,-0.000446,0.148778
loading,,wipo_in_3_3_score,PC4,0.010472,0.060602
loading,,wipo_in_3_3_score,PC5,0.008949,0.037459
loading,,wipo_in_3_3_score,PC6,-0.005189,0.032488
loading,,wipo_in_3_3_score,PC7,-0.033793,0.024564
loading,,wipo_in_3_3_score,PC8,-0.018816,0.017946
loading,,wipo_in_3_3_score,PC9,-0.098752,0.010927
loading,,wipo_in_3_3_score,PC10,0.13269,0.007181
loading,,wipo_in_3_score,PC1,0.031154,0.37287
loading,,wipo_in_3_score,PC2,4.3e-05,0.22296
loading,,wipo_in_3_score,PC3,-0.003554,0.148778
loading,,wipo_in_3_score,PC4,0.040262,0.060602
loading,,wipo_in_3_score,PC5,0.029946,0.037459
loading,,wipo_in_3_score,PC6,-0.014824,0.032488
loading,,wipo_in_3_score,PC7,-0.061547,0.024564
loading,,wipo_in_3_score,PC8,-0.019744,0.017946
loading,,wipo_in_3_score,PC9,-0.03663,0.010927
loading,,wipo_in_3_score,PC10,0.028469,0.007181
loading,,wipo_in_4_1_score,PC1,0.02848,0.37287
loading,,wipo_in_4_1_score,PC2,-0.002172,0.22296
loading,,wipo_in_4_1_score,PC3,-0.007798,0.148778
loading,,wipo_in_4_1_score,PC4,0.027598,0.060602
loading,,wipo_in_4_1_score,PC5,0.034212,0.037459
loading,,wipo_in_4_1_score,PC6,-0.03406,0.032488
loading,,wipo_in_4_1_score,PC7,-0.020439,0.024564
loading,,wipo_in_4_1_score,PC8,0.00833,0.017946
loading,,wipo_in_4_1_score,PC9,0.046857,0.010927
loading,,wipo_in_4_1_score,PC10,-0.001704,0.007181
loading,,wipo_in_4_3_1_score,PC1,0.042823,0.37287
loading,,wipo_in_4_3_1_score,PC2,-0.014141,0.22296
loading,,wipo_in_4_3_1_score,PC3,-0.024337,0.148778
loading,,wipo_in_4_3_1_score,PC4,0.080755,0.060602
loading,,wipo_in_4_3_1_score,PC5,0.071701,0.037459
loading,,wipo_in_4_3_1_score,PC6,-0.008619,0.032488
loading,,wipo_in_4_3_1_score,PC7,-0.079238,0.024564
loading,,wipo_in_4_3_1_score,PC8,-0.07353,0.017946
loading,,wipo_in_4_3_1_score,PC9,-0.007848,0.010927
loading,,wipo_in_4_3_1_score,PC10,0.259105,0.007181
loading,,wipo_in_4_3_3_score,PC1,0.023025,0.37287
loading,,wipo_in_4_3_3_score,PC2,0.037691,0.22296
loading,,wipo_in_4_3_3_score,PC3,0.009505,0.148778
loading,,wipo_in_4_3_3_score,PC4,0.052066,0.060602
loading,,wipo_in_4_3_3_score,PC5,0.009341,0.037459
loading,,wipo_in_4_3_3_score,PC6,0.000997,0.032488
loading,,wipo_in_4_3_3_score,PC7,0.010195,0.024564
loading,,wipo_in_4_3_3_score,PC8,-0.041803,0.017946
loading,,wipo_in_4_3_3_score,PC9,-0.02338,0.010927
loading,,wipo_in_4_3_3_score,PC10,-0.054885,0.007181
loading,,wipo_in_4_3_score,PC1,0.034159,0.37287
loading,,wipo_in_4_3_score,PC2,0.013676,0.22296
loading,,wipo_in_4_3_score,PC3,-0.00357,0.148778
loading,,wipo_in_4_3_score,PC4,0.064374,0.060602
loading,,wipo_in_4_3_score,PC5,0.041872,0.037459
loading,,wipo_in_4_3_score,PC6,-0.002752,0.032488
loading,,wipo_in_4_3_score,PC7,-0.044867,0.024564
loading,,wipo_in_4_3_score,PC8,-0.050089,0.017946
loading,,wipo_in_4_3_score,PC9,-0.041772,0.010927
loading,,wipo_in_4_3_score,PC10,0.097309,0.007181
loading,,wipo_in_4_score,PC1,0.038986,0.37287
loading,,wipo_in_4_score,PC2,0.004854,0.22296
loading,,wipo_in_4_score,PC3,-0.006006,0.148778
loading,,wipo_in_4_score,PC4,0.041843,0.060602
loading,,wipo_in_4_score,PC5,0.035041,0.037459
loading,,wipo_in_4_score,PC6,-0.033909,0.032488
loading,,wipo_in_4_score,PC7,-0.022867,0.024564
loading,,wipo_in_4_score,PC8,0.00114,0.017946
loading,,wipo_in_4_score,PC9,0.008192,0.010927
loading,,wipo_in_4_score,PC10,0.026741,0.007181
loading,,wipo_in_5_1_3_score,PC1,-0.027167,0.37287
loading,,wipo_in_5_1_3_score,PC2,0.001765,0.22296
loading,,wipo_in_5_1_3_score,PC3,0.001662,0.148778
loading,,wipo_in_5_1_3_score,PC4,-0.04487,0.060602
loading,,wipo_in_5_1_3_score,PC5,-0.030407,0.037459
loading,,wipo_in_5_1_3_score,PC6,0.01523,0.032488
loading,,wipo_in_5_1_3_score,PC7,0.074077,0.024564
loading,,wipo_in_5_1_3_score,PC8,0.070059,0.017946
loading,,wipo_in_5_1_3_score,PC9,0.018814,0.010927
loading,,wipo_in_5_1_3_score,PC10,-0.082066,0.007181
loading,,wipo_in_5_1_score,PC1,0.038208,0.37287
loading,,wipo_in_5_1_score,PC2,-0.008571,0.22296
loading,,wipo_in_5_1_score,PC3,0.010046,0.148778
loading,,wipo_in_5_1_score,PC4,0.014368,0.060602
