variable_matriz,bloque_tematico,source_id,unit,direction,is_primary,n,n_missing,pct_complete,mean,median,std,mad,min,p01,p05,p10,p25,p75,p90,p95,p99,max,iqr,cv_robust,skewness,kurtosis,n_zero,n_negative,n_outliers_iqr_1_5,n_outliers_iqr_3_0,n_outliers_z_robust,normality_test,normality_stat,normality_p,suggest_log_transform,status
wipo_out_7_2_5_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,131,68,65.83,16.282422,4.919,26.170221,4.648863,0.0,0.024068,0.100802,0.243099,1.172746,19.221362,46.684872,95.134525,100.0,100.0,18.048616,0.9451,2.1972,3.9382,1,0,14,10,31,shapiro,0.6374,0.0,True,ok
wipo_out_7_2_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,141,58,70.85,16.688366,9.841134,15.727333,8.82962,0.040789,0.102596,0.512154,0.947796,3.530797,29.451805,38.586223,47.048383,56.753126,63.993785,25.921008,0.8972,0.8281,-0.315,0,0,0,0,14,shapiro,0.8809,0.0,False,ok
wipo_out_7_3_1_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,141,58,70.85,16.140181,3.493888,25.616332,3.263642,0.0,0.042081,0.092995,0.199581,0.826756,19.798734,57.316392,78.476659,100.0,100.0,18.971978,0.9341,1.9263,2.8186,1,0,18,8,41,shapiro,0.6648,0.0,False,ok
wipo_out_7_3_2_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,141,58,70.85,20.098651,6.577245,26.420115,6.098727,0.0,0.014342,0.231422,0.474622,2.613333,28.636608,65.692258,80.426532,99.527307,100.0,26.023276,0.9272,1.5193,1.2128,1,0,12,0,36,shapiro,0.7443,0.0,False,ok
wipo_out_7_3_3_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,139,60,69.85,58.316339,64.350149,20.813668,9.210891,0.0,0.042604,1.368369,32.030962,51.113001,71.251058,77.131566,80.832405,87.0838,100.0,20.138057,0.1431,-1.3745,1.6603,2,0,11,0,15,shapiro,0.8604,0.0,False,ok
wipo_out_7_3_4_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,127,72,63.82,61.375024,65.10115,18.988713,9.305248,0.0,0.055668,25.758181,37.849799,55.158976,74.01994,77.403247,82.743391,88.074229,100.0,18.860964,0.1429,-1.4287,2.3043,1,0,8,0,10,shapiro,0.875,0.0,False,ok
wipo_out_7_3_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,141,58,70.85,31.382763,24.446554,21.260931,9.473004,0.132988,0.163172,0.754609,9.559934,18.420722,40.51416,65.752914,71.215199,90.345901,91.518239,22.093438,0.3875,0.9089,0.1545,0,0,5,0,26,shapiro,0.9099,0.0,False,ok
wipo_out_7_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,141,58,70.85,24.969857,21.742258,16.08654,11.724748,0.97206,2.0483,4.461596,6.353217,10.89956,35.157135,49.171231,55.59854,59.906351,68.797898,24.257574,0.5393,0.5604,-0.6249,0,0,0,0,1,shapiro,0.9472,3.4e-05,False,ok
wipo_out_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,141,58,70.85,24.050431,20.521018,14.49066,10.029426,3.242986,4.98931,6.663312,8.163083,11.885105,32.726806,45.804106,52.620636,58.775993,64.452732,20.841701,0.4887,0.7561,-0.2899,0,0,1,0,4,shapiro,0.9299,2e-06,False,ok
wipo_patfam_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,127,72,63.82,14.001974,0.809086,27.41577,0.809086,0.0,0.0,0.0,0.0,0.13974,8.650767,48.943597,94.827177,100.0,100.0,8.511027,1.0,2.2004,3.6669,28,0,26,22,42,shapiro,0.5651,0.0,True,ok
wipo_patorig_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,131,68,65.83,16.765111,6.929591,25.652858,5.848202,0.0,0.0,0.167198,0.464614,1.383872,16.109643,55.184204,82.331431,100.0,100.0,14.725771,0.8439,2.1782,3.8145,4,0,18,12,22,shapiro,0.6471,0.0,True,ok
wipo_pctpatorig_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,117,82,58.79,15.439239,2.654175,27.266023,2.654175,0.0,0.0,0.0,0.0,0.424636,14.663051,52.720646,88.469819,100.0,100.0,14.238415,1.0,2.0725,3.2124,20,0,19,10,31,shapiro,0.6129,0.0,True,ok
wipo_pisa_score,socioeconomic_control,wipo,score_0_100,higher_better,True,79,120,39.7,48.91795,52.495636,21.506009,16.243209,0.0,4.972188,13.66889,20.918521,32.677926,67.151836,73.269199,76.118964,92.815691,100.0,34.47391,0.3094,-0.1521,-0.7605,1,0,0,0,0,shapiro,0.9681,0.045004,False,ok
wipo_polstab_score,institutional_control,wipo,score_0_100,higher_better,True,132,67,66.33,68.885282,69.642859,13.768799,9.821428,0.0,37.928572,50.0,52.142859,60.267859,79.017857,83.928572,89.285714,94.642857,100.0,18.749999,0.141,-0.8542,3.4983,1,0,1,1,1,shapiro,0.9501,0.000101,False,ok
wipo_printmedia_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,102,97,51.26,22.518893,18.701651,17.779124,8.012897,0.0,1.42912,3.735521,6.204958,11.515707,28.305598,43.748182,49.003686,99.76797,100.0,16.78989,0.4285,2.0657,5.8452,1,0,4,2,8,shapiro,0.8196,0.0,True,ok
wipo_pupteachr_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,124,75,62.31,74.190485,80.623315,20.901939,10.841511,0.0,3.104804,37.346102,44.39111,65.917203,89.197204,94.686843,96.028633,97.910985,100.0,23.280001,0.1345,-1.3619,1.7185,2,0,5,0,11,shapiro,0.8716,0.0,False,ok
wipo_qsrank_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,20.531313,8.833333,25.932665,8.833333,0.0,0.0,0.0,0.0,0.0,35.116667,58.253333,77.738333,91.56,98.766667,35.116667,1.0,1.1778,0.4021,59,0,2,0,32,shapiro,0.795,0.0,False,ok
wipo_r_growppp20_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,120,79,60.3,59.362908,59.02127,14.934406,8.5397,0.0,29.835253,36.136681,43.564515,50.346143,66.945979,78.50321,84.712021,96.334031,100.0,16.599837,0.1447,-0.103,1.585,1,0,3,1,5,shapiro,0.977,0.037393,False,ok
wipo_r_vencapdeal_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,89,110,44.72,22.691353,8.736357,29.71541,7.506997,0.0,0.350782,0.78691,1.068603,2.569989,28.95076,72.327948,100.0,100.0,100.0,26.38077,0.8593,1.6198,1.4763,1,0,10,0,19,shapiro,0.7242,0.0,False,ok
wipo_rdcompexp_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,19.501322,0.0,31.191865,0.0,0.0,0.0,0.0,0.0,0.0,45.849729,71.28927,85.221945,93.591424,100.0,45.849729,,1.1648,-0.2377,92,0,0,0,0,shapiro,0.6516,0.0,False,ok
wipo_rdexp_score,socioeconomic_control,wipo,score_0_100,higher_better,True,116,83,58.29,19.006752,11.843717,20.41341,8.980976,0.0,0.344537,1.13061,1.806395,4.776366,25.587598,46.318239,64.35301,90.241736,100.0,20.811232,0.7583,1.7035,2.7921,1,0,10,2,16,shapiro,0.8016,0.0,False,ok
wipo_regqua_score,institutional_control,wipo,score_0_100,higher_better,False,132,67,66.33,50.03986,45.358036,23.359774,16.540005,0.0,5.572092,18.456647,22.107794,32.332836,69.830349,85.346406,90.624778,94.516925,100.0,37.497513,0.3647,0.2696,-0.851,1,0,0,0,0,shapiro,0.9665,0.002442,False,ok
wipo_resppop_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,108,91,54.27,23.781939,9.412115,27.072677,9.125948,0.0,0.015921,0.183489,0.296718,1.989128,44.886939,64.564039,76.903279,92.034915,100.0,42.89781,0.9696,1.0478,-0.1098,1,0,0,0,28,shapiro,0.8192,0.0,False,ok
wipo_restalbus_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,87,112,43.72,37.739096,33.309746,28.653176,26.028081,0.0,0.224833,0.407972,1.391987,8.713827,61.462361,74.305208,86.458991,95.369512,100.0,52.748534,0.7814,0.2658,-1.132,1,0,0,0,0,shapiro,0.9338,0.000247,False,ok
wipo_ruleol_score,institutional_control,wipo,score_0_100,higher_better,True,132,67,66.33,50.424625,44.147771,24.527134,16.322432,0.0,13.841381,18.843539,21.941527,31.717863,67.345252,89.333787,96.270179,98.379785,100.0,35.627389,0.3697,0.4663,-0.8169,1,0,0,0,0,shapiro,0.9453,4.4e-05,False,ok
wipo_schlifeexp_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,119,80,59.8,55.546945,58.501809,21.256145,13.393398,0.0,8.516015,18.336965,26.4292,41.422602,69.82486,81.001186,90.756421,94.5768,100.0,28.402259,0.2289,-0.2927,-0.373,1,0,0,0,2,shapiro,0.9836,0.157088,False,ok
wipo_scienggrad_score,socioeconomic_control,wipo,score_0_100,higher_better,True,110,89,55.28,38.827026,37.209324,20.598048,12.102271,0.0,0.367701,5.702167,15.71538,25.753076,49.864331,65.189616,72.767053,95.673929,100.0,24.111254,0.3252,0.509,0.4406,1,0,4,0,5,shapiro,0.9761,0.045214,False,ok
wipo_sp11_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,59.994004,57.578289,17.473701,12.922681,0.0,32.112152,36.981021,40.085739,46.987894,74.363523,85.205129,89.722835,92.709696,100.0,27.37563,0.2244,0.0539,-0.1444,1,0,1,0,1,shapiro,0.9703,0.005446,False,ok
wipo_sp12_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,64.573804,64.604021,18.01016,12.35056,17.352893,20.672947,34.033074,43.453958,52.871767,77.589866,88.797484,93.616145,97.106173,99.054229,24.718098,0.1912,-0.2309,-0.2844,0,0,0,0,3,shapiro,0.9859,0.191733,False,ok
wipo_sp13_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,70.244678,71.27563,12.322167,9.21481,31.33212,40.485831,51.250237,54.898393,61.687292,79.771062,86.701403,88.428914,90.675083,93.08035,18.08377,0.1293,-0.3337,-0.2653,0,0,1,0,1,shapiro,0.9799,0.04759,False,ok
wipo_sp21_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,131,68,65.83,48.343602,50.696749,14.723764,9.521086,11.450474,15.0401,24.644531,29.043705,37.44504,58.862878,65.948839,71.687264,80.005675,82.521935,21.417838,0.1878,-0.2115,-0.3922,0,0,0,0,3,shapiro,0.9876,0.282977,False,ok
wipo_sp22_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,130,69,65.33,30.754568,33.086861,15.468665,10.69447,0.975117,1.388456,5.791022,7.62277,18.714561,42.831993,50.863867,53.759822,61.968316,63.443919,24.117432,0.3232,-0.1683,-0.8485,0,0,0,0,0,shapiro,0.9713,0.007319,False,ok
wipo_sp23_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,19.387888,7.362044,23.685225,6.994795,0.0,0.0,0.0,0.119383,1.601572,33.728207,59.74315,68.709154,77.511262,89.7857,32.126635,0.9501,1.2004,0.1862,10,0,1,0,36,shapiro,0.7883,0.0,False,ok
wipo_sp31_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,63.381372,66.585998,19.878375,14.528085,21.325005,23.288922,29.355026,35.477304,45.295532,79.505204,88.24476,90.262114,92.671749,94.791714,34.209672,0.2182,-0.3893,-1.0031,0,0,0,0,0,shapiro,0.9449,4.1e-05,False,ok
wipo_sp32_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,30.217219,28.614748,12.534183,7.347964,2.640523,4.882329,12.50294,14.403073,21.7448,37.96212,46.789874,52.347273,63.417955,67.329878,16.21732,0.2568,0.5202,0.1618,0,0,2,0,7,shapiro,0.9773,0.0261,False,ok
wipo_sp33_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,30.854777,28.014241,12.560032,8.747261,12.720935,13.215028,15.203067,16.439054,20.093442,41.305975,50.847322,51.908759,57.906018,60.441603,21.212533,0.3122,0.5109,-0.8951,0,0,0,0,1,shapiro,0.9339,7e-06,False,ok
wipo_sp41_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,41.395501,40.595438,15.911487,8.799464,0.327112,5.105117,15.141989,23.465155,32.453018,49.496887,60.638673,68.814113,86.725,87.956719,17.043869,0.2168,0.3839,0.9334,0,0,7,0,9,shapiro,0.9753,0.016602,False,ok
wipo_sp42_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,34.362082,30.973329,16.935333,8.624903,3.971318,10.017456,16.961923,18.425668,23.215138,41.206239,56.505336,74.200358,81.963842,88.443162,17.991101,0.2785,1.314,1.3887,0,0,11,0,12,shapiro,0.8765,0.0,False,ok
wipo_sp43_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,67.053243,68.680118,14.658174,9.877638,26.749566,29.85929,39.547524,47.284857,58.280456,78.414973,85.100647,87.662191,89.600091,96.926945,20.134517,0.1438,-0.5524,-0.1259,0,0,1,0,3,shapiro,0.9705,0.005713,False,ok
wipo_sp51_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,34.069547,30.761634,18.215104,12.759897,3.339196,5.146632,8.872795,12.869577,20.732472,44.683185,61.189227,65.927851,77.602888,78.08931,23.950713,0.4148,0.5375,-0.4568,0,0,0,0,3,shapiro,0.9603,0.000685,False,ok
wipo_sp52_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,25.802303,20.391714,15.283632,5.730437,1.234099,1.947423,11.427219,12.988657,16.523939,30.520687,48.538852,58.51296,70.275321,82.061374,13.996748,0.281,1.355,1.5106,0,0,13,1,24,shapiro,0.86,0.0,False,ok
wipo_sp53_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,29.437761,26.509392,13.453143,9.108414,11.400624,12.222468,13.251386,14.723923,18.677983,37.216935,48.906006,54.7431,64.858781,70.702423,18.538952,0.3436,0.8074,-0.0593,0,0,2,0,4,shapiro,0.9277,3e-06,False,ok
wipo_sp61_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,21.196323,14.734975,19.622676,8.951246,0.384329,1.302112,2.362564,3.506501,6.2589,30.267303,50.601666,65.503891,76.676248,86.591084,24.008403,0.6075,1.3219,1.0116,0,0,6,0,18,shapiro,0.8431,0.0,False,ok
wipo_sp62_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,29.123105,29.260724,12.217135,8.298601,1.78207,2.68385,5.718544,13.67358,20.903409,37.231828,44.056295,49.766549,54.991233,56.877458,16.328419,0.2836,-0.0763,-0.3043,0,0,0,0,0,shapiro,0.9899,0.449738,False,ok
wipo_sp63_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,21.872028,16.140565,17.053933,9.094689,0.307901,1.085762,3.185694,5.211224,8.728403,30.563227,48.920121,55.165748,70.591234,72.579194,21.834824,0.5635,1.0521,0.319,0,0,3,0,15,shapiro,0.8905,0.0,False,ok
wipo_sp71_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,32.398719,30.393738,14.85212,10.93407,5.615891,8.137912,12.021033,15.009455,20.280798,43.57236,53.153918,57.612742,70.274831,74.0564,23.291562,0.3597,0.5297,-0.3051,0,0,0,0,3,shapiro,0.9694,0.004506,False,ok
wipo_sp72_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,17.443526,14.035261,13.775872,9.493733,0.039059,0.467155,1.218695,1.847844,6.116374,26.417304,38.739,42.920839,49.562915,63.665201,20.30093,0.6764,0.7757,-0.0596,0,0,1,0,3,shapiro,0.9252,2e-06,False,ok
wipo_sp73_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,132,67,66.33,23.808305,17.071235,18.956173,9.550641,0.001615,2.345545,4.07863,5.77069,9.260259,32.166082,56.009714,61.727468,70.13347,72.489224,22.905823,0.5595,1.0068,-0.1701,0,0,3,0,20,shapiro,0.8639,0.0,False,ok
wipo_statclustdev_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,127,72,63.82,48.707052,46.47456,11.312723,7.330946,25.863751,26.337622,31.596587,35.245272,42.048039,56.607087,65.083795,68.847602,73.400153,73.690796,14.559048,0.1577,0.3298,-0.5139,0,0,0,0,3,shapiro,0.9716,0.008909,False,ok
wipo_tertenrol_score,socioeconomic_control,wipo,score_0_100,higher_better,False,128,71,64.32,32.966889,33.598413,20.820596,16.679715,0.0,1.791879,3.475063,6.297215,14.641825,48.951182,60.542449,63.517689,78.106174,100.0,34.309357,0.4964,0.2924,-0.537,1,0,0,0,1,shapiro,0.9594,0.000718,False,ok
wipo_tertmob_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,111,88,55.78,17.878112,11.998349,20.626375,9.463642,0.0,0.074032,0.533006,1.205268,3.910308,23.853939,40.046027,54.995914,100.0,100.0,19.943631,0.7887,2.1739,5.3274,1,0,7,3,10,shapiro,0.757,0.0,True,ok
wipo_tradmkorig_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,127,72,63.82,34.835846,29.52132,26.166986,18.743025,0.0,1.600987,2.398298,5.551543,13.762975,51.141712,73.743101,83.023508,100.0,100.0,37.378737,0.6349,0.7298,-0.3508,1,0,0,0,4,shapiro,0.9276,4e-06,False,ok
wipo_unirescoll_score,tech_infrastructure_control,wipo,score_0_100,higher_better,True,127,72,63.82,45.086598,42.793318,13.56907,9.675666,16.977513,19.182221,26.3729,29.133958,35.857832,53.534508,65.536652,69.991827,76.389867,79.216417,17.676675,0.2261,0.4654,-0.4155,0,0,0,0,2,shapiro,0.9699,0.006275,False,ok
wipo_utilmodorig_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,80,119,40.2,21.130127,9.1141,27.479711,8.723852,0.0,0.0,0.0,0.317945,1.215279,29.977489,62.473703,93.936802,100.0,100.0,28.76221,0.9572,1.6207,1.7836,5,0,5,0,15,shapiro,0.7549,0.0,False,ok
wipo_wikiedit_score,ecosystem_outcome,wipo,score_0_100,higher_better,True,131,68,65.83,51.102827,49.320837,24.71085,22.537196,0.0,7.167427,15.042993,17.169115,29.058654,73.528504,81.905484,87.171569,94.163272,100.0,44.46985,0.457,-0.0161,-1.1816,1,0,0,0,0,shapiro,0.9593,0.000596,False,ok
