var_a,var_b,method,mi,n_pairs,n_bins
wipo_sp31_score,wipo_wikiedit_score,mutual_information_quantile,0.588807,131,8
wipo_in_2_1_4_score,wipo_logperf_score,mutual_information_quantile,0.588795,85,8
wipo_in_3_1_1_score,wipo_out_score,mutual_information_quantile,0.588795,140,8
wb_fixed_broadband_per100,wipo_out_6_3_2_score,mutual_information_quantile,0.588725,130,8
wipo_cctld_score,wipo_femempdeg_score,mutual_information_quantile,0.588636,124,8
oecd_2_indigo_oecd_indigo_score,wipo_regqua_score,mutual_information_quantile,0.588604,132,8
oxford_data_availability,wb_secure_servers_per_1m,mutual_information_quantile,0.588458,192,8
wb_gdp_per_capita_ppp,wipo_in_1_1_1_score,mutual_information_quantile,0.588256,139,8
ms_h1_2025_ai_diffusion_pct,oxford_governance_ethics,mutual_information_quantile,0.588255,146,8
wb_government_effectiveness,wb_internet_penetration,mutual_information_quantile,0.588211,190,8
anthropic_ai_autonomy_mean,wipo_sp51_score,mutual_information_quantile,0.588187,122,8
oxford_infrastructure,wipo_in_5_2_5_score,mutual_information_quantile,0.588166,140,8
oxford_innovation_capacity,oxford_maturity,mutual_information_quantile,0.588131,193,8
oxford_data_availability,wb_regulatory_quality,mutual_information_quantile,0.58813,191,8
wipo_in_3_1_2_score,wipo_sp11_score,mutual_information_quantile,0.588081,132,8
oxford_ai_infrastructure,oxford_human_capital,mutual_information_quantile,0.588014,193,8
oxford_infrastructure,wipo_in_3_1_4_score,mutual_information_quantile,0.587959,135,8
wipo_in_5_3_score,wipo_in_5_score,mutual_information_quantile,0.587955,141,8
oxford_total_score,wipo_out_7_1_score,mutual_information_quantile,0.587899,140,8
wb_political_stability,wipo_in_1_2_2_score,mutual_information_quantile,0.587842,141,8
wipo_femempdeg_score,wipo_in_2_1_3_score,mutual_information_quantile,0.587716,118,8
oxford_human_capital_2025,wipo_sp23_score,mutual_information_quantile,0.587662,131,8
oxford_ind_statistical_capacity,wipo_in_2_2_1_score,mutual_information_quantile,0.587562,134,8
oxford_ind_foundational_it,oxford_total_score,mutual_information_quantile,0.587562,193,8
wipo_in_2_score,wipo_in_3_score,mutual_information_quantile,0.587509,141,8
wipo_out_6_score,wipo_sp31_score,mutual_information_quantile,0.587505,132,8
oxford_data_quality,oxford_ind_ict_trade_goods_log,mutual_information_quantile,0.587464,192,8
oxford_total_score,wipo_epart_score,mutual_information_quantile,0.587445,131,8
oxford_enabling_technical_infrastructure,oxford_ind_adoption_emerging_tech,mutual_information_quantile,0.587353,184,8
oxford_ind_broadband_quality,oxford_ind_ict_trade_services_log,mutual_information_quantile,0.587315,184,8
wipo_gii_score,wipo_in_4_3_score,mutual_information_quantile,0.587304,141,8
oxford_ai_infrastructure,wipo_ictorgmod_score,mutual_information_quantile,0.587301,124,8
oxford_digital_capacity,oxford_governance_2025,mutual_information_quantile,0.587294,193,8
oxford_ind_telecom_infrastructure,oxford_technology_sector,mutual_information_quantile,0.587274,193,8
oxford_ind_telecom_infrastructure,wipo_sp51_score,mutual_information_quantile,0.587263,131,8
oxford_ind_govt_effectiveness,wb_electric_consumption_kwh_pc,mutual_information_quantile,0.587182,146,8
wipo_patfam_score,wipo_wikiedit_score,mutual_information_quantile,0.586983,126,8
wipo_in_2_1_3_score,wipo_knowintsemp_score,mutual_information_quantile,0.58696,119,8
wipo_knowintsemp_score,wipo_tertenrol_score,mutual_information_quantile,0.586581,120,8
oxford_total_score,wipo_in_5_2_5_score,mutual_information_quantile,0.586525,140,8
oxford_data_quality,oxford_ind_online_services,mutual_information_quantile,0.586505,193,8
oxford_adaptability,wipo_goveff_score,mutual_information_quantile,0.586413,131,8
oxford_adaptability,wipo_in_3_1_score,mutual_information_quantile,0.586334,140,8
oxford_compute_capacity,oxford_data_quality,mutual_information_quantile,0.586316,195,8
oxford_governance_ethics,wipo_out_6_1_5_score,mutual_information_quantile,0.586197,140,8
wipo_in_5_2_5_score,wipo_patorig_score,mutual_information_quantile,0.586184,131,8
oxford_development_diffusion,wipo_sp31_score,mutual_information_quantile,0.586069,131,8
oxford_enabling_technical_infrastructure,wipo_goveff_score,mutual_information_quantile,0.585992,131,8
oxford_ind_ict_skills,wipo_in_3_2_2_score,mutual_information_quantile,0.585951,124,8
wb_secure_servers_per_1m,wipo_in_3_2_2_score,mutual_information_quantile,0.585944,131,8
wipo_gentld_score,wipo_logperf_score,mutual_information_quantile,0.585912,125,8
oxford_development_diffusion,wipo_in_2_3_1_score,mutual_information_quantile,0.585848,117,8
wipo_sp52_score,wipo_statclustdev_score,mutual_information_quantile,0.585832,127,8
oxford_development_diffusion,wipo_out_7_1_3_score,mutual_information_quantile,0.585774,123,8
oxford_compute_capacity,oxford_human_capital_2025,mutual_information_quantile,0.58575,195,8
wipo_out_6_1_2_score,wipo_sp62_score,mutual_information_quantile,0.585699,119,8
wipo_in_5_1_4_score,wipo_out_7_3_2_score,mutual_information_quantile,0.585664,106,8
oxford_ind_statistical_capacity,wipo_femempdeg_score,mutual_information_quantile,0.585507,123,8
wipo_in_2_3_score,wipo_schlifeexp_score,mutual_information_quantile,0.585402,119,8
wipo_in_1_2_2_score,wipo_in_4_2_score,mutual_information_quantile,0.5854,132,8
wipo_c_scitechart_score,wipo_resppop_score,mutual_information_quantile,0.585389,107,8
oxford_size,wipo_schlifeexp_score,mutual_information_quantile,0.585312,118,8
wipo_in_2_3_score,wipo_in_3_1_1_score,mutual_information_quantile,0.585231,140,8
oxford_compute_capacity,wipo_in_4_3_score,mutual_information_quantile,0.585218,140,8
oxford_ind_ict_trade_goods_log,wipo_schlifeexp_score,mutual_information_quantile,0.585218,118,8
ms_h1_2025_ai_diffusion_pct,oxford_data_representativeness,mutual_information_quantile,0.585165,146,8
wipo_in_4_2_4_score,wipo_sp12_score,mutual_information_quantile,0.585076,120,8
oxford_ind_adoption_emerging_tech,wipo_in_3_score,mutual_information_quantile,0.585068,137,8
wipo_out_6_1_score,wipo_out_7_3_score,mutual_information_quantile,0.58502,141,8
oxford_ind_cost_internet_device,wipo_in_1_2_2_score,mutual_information_quantile,0.584823,139,8
oxford_ind_online_services,wipo_tertenrol_score,mutual_information_quantile,0.584741,127,8
wipo_sp11_score,wipo_sp23_score,mutual_information_quantile,0.584725,132,8
oxford_digital_capacity,wipo_sp23_score,mutual_information_quantile,0.584691,131,8
oxford_technology_sector,wipo_in_5_1_1_score,mutual_information_quantile,0.584641,133,8
oxford_government,oxford_policy_commitment,mutual_information_quantile,0.58457,193,8
wipo_in_5_3_5_score,wipo_sp61_score,mutual_information_quantile,0.584461,87,8
wipo_c_eccomplexity_score,wipo_out_7_3_1_score,mutual_information_quantile,0.584362,121,8
oxford_ind_regulatory_quality,wipo_in_3_1_2_score,mutual_information_quantile,0.584333,140,8
wb_control_of_corruption,wipo_in_4_2_score,mutual_information_quantile,0.584322,132,8
anthropic_gdp_total,oxford_development_diffusion,mutual_information_quantile,0.584255,171,8
wipo_in_1_1_score,wipo_in_3_1_2_score,mutual_information_quantile,0.58421,141,8
oxford_infrastructure,oxford_societal_transition,mutual_information_quantile,0.584147,193,8
wipo_femempdeg_score,wipo_gii_score,mutual_information_quantile,0.584147,124,8
wb_secure_servers_per_1m,wipo_out_6_1_score,mutual_information_quantile,0.584131,141,8
wipo_in_5_2_5_score,wipo_out_6_3_2_score,mutual_information_quantile,0.584118,130,8
wipo_in_2_2_1_score,wipo_in_2_2_score,mutual_information_quantile,0.583998,135,8
wipo_c_eccomplexity_score,wipo_in_3_score,mutual_information_quantile,0.583866,121,8
wipo_out_6_1_2_score,wipo_tertenrol_score,mutual_information_quantile,0.583783,117,8
wipo_gentld_score,wipo_in_1_2_2_score,mutual_information_quantile,0.583753,132,8
oxford_ind_github_activity_log,oxford_ind_online_services,mutual_information_quantile,0.583714,193,8
wipo_logperf_score,wipo_regqua_score,mutual_information_quantile,0.583709,125,8
oxford_ind_adoption_emerging_tech,oxford_ind_ict_trade_services_log,mutual_information_quantile,0.583693,184,8
wipo_ictorgmod_score,wipo_in_2_3_score,mutual_information_quantile,0.583635,125,8
oxford_ind_cybersecurity,oxford_policy_vision,mutual_information_quantile,0.583579,193,8
wipo_in_1_2_1_score,wipo_out_7_3_2_score,mutual_information_quantile,0.583463,141,8
oxford_ind_rd_spending_log,wipo_in_5_2_5_score,mutual_information_quantile,0.583457,140,8
oxford_governance_ethics,oxford_ind_telecom_infrastructure,mutual_information_quantile,0.583357,193,8
oxford_compute_capacity,oxford_government,mutual_information_quantile,0.583295,193,8
wipo_out_7_score,wipo_rdexp_score,mutual_information_quantile,0.58327,116,8
wipo_in_5_2_5_score,wipo_schlifeexp_score,mutual_information_quantile,0.583137,119,8
oxford_infrastructure,wipo_in_4_3_score,mutual_information_quantile,0.583125,140,8
wipo_c_htexphkg_score,wipo_out_6_3_score,mutual_information_quantile,0.583054,131,8
oxford_data_availability,oxford_governance_ethics,mutual_information_quantile,0.582998,193,8
oxford_regulatory_compliance,wipo_gii_score,mutual_information_quantile,0.582972,140,8
wipo_out_7_3_2_score,wipo_out_7_3_3_score,mutual_information_quantile,0.582901,139,8
oxford_digital_capacity,wb_regulatory_quality,mutual_information_quantile,0.582892,191,8
wipo_out_score,wipo_sp72_score,mutual_information_quantile,0.582811,132,8
oxford_maturity,wipo_in_4_2_score,mutual_information_quantile,0.582733,131,8
wipo_in_5_1_5_score,wipo_pctpatorig_score,mutual_information_quantile,0.582729,113,8
wipo_c_eccomplexity_score,wipo_in_3_2_2_score,mutual_information_quantile,0.582728,115,8
oxford_human_capital,wipo_out_score,mutual_information_quantile,0.582723,140,8
oxford_ai_infrastructure,oxford_ind_households_internet,mutual_information_quantile,0.58272,192,8
oxford_data_representativeness,wipo_in_3_2_2_score,mutual_information_quantile,0.5826,130,8
wipo_in_2_2_1_score,wipo_pctpatorig_score,mutual_information_quantile,0.582551,116,8
oxford_ai_technology_diffusion,wipo_brandval_score,mutual_information_quantile,0.582522,112,8
wipo_ictacc_score,wipo_in_5_2_5_score,mutual_information_quantile,0.582503,132,8
wipo_govolserv_score,wipo_patfam_score,mutual_information_quantile,0.58248,126,8
oxford_data_quality,wipo_gerdperf_score,mutual_information_quantile,0.582463,88,8
oxford_ind_statistical_capacity,wipo_in_2_1_3_score,mutual_information_quantile,0.582446,129,8
oxford_ind_rd_spending_log,wipo_restalbus_score,mutual_information_quantile,0.582435,86,8
oxford_government,oxford_public_sector_adoption,mutual_information_quantile,0.582386,193,8
oxford_technology_sector,wipo_in_2_1_3_score,mutual_information_quantile,0.582213,129,8
anthropic_gdp_total,oxford_human_capital_2025,mutual_information_quantile,0.582163,171,8
wipo_in_4_3_score,wipo_out_6_3_3_score,mutual_information_quantile,0.582082,139,8
oxford_data_quality,oxford_data_representativeness,mutual_information_quantile,0.581969,192,8
wipo_in_2_2_1_score,wipo_out_7_score,mutual_information_quantile,0.581912,135,8
oxford_ind_cybersecurity,oxford_ind_online_services,mutual_information_quantile,0.581893,193,8
oxford_public_sector_adoption,oxford_regulatory_compliance,mutual_information_quantile,0.581864,195,8
wipo_gii_score,wipo_out_7_2_score,mutual_information_quantile,0.581721,141,8
wipo_out_6_2_4_score,wipo_sp62_score,mutual_information_quantile,0.581543,132,8
wipo_ictuse_score,wipo_in_3_2_2_score,mutual_information_quantile,0.581409,125,8
wipo_in_5_1_5_score,wipo_restalbus_score,mutual_information_quantile,0.58136,86,8
wipo_in_4_2_score,wipo_in_score,mutual_information_quantile,0.581322,132,8
wb_regulatory_quality,wipo_envperf_score,mutual_information_quantile,0.581245,130,8
oxford_ind_statistical_capacity,wipo_in_3_1_score,mutual_information_quantile,0.581192,140,8
oxford_government,wipo_in_1_2_2_score,mutual_information_quantile,0.581186,140,8
wipo_in_3_2_2_score,wipo_regqua_score,mutual_information_quantile,0.581138,125,8
wipo_in_4_2_2_score,wipo_ruleol_score,mutual_information_quantile,0.581133,124,8
oxford_adaptability,wipo_in_1_1_1_score,mutual_information_quantile,0.5811,140,8
oxford_data_availability,oxford_technology_sector,mutual_information_quantile,0.581096,193,8
wipo_in_3_2_2_score,wipo_sp31_score,mutual_information_quantile,0.581049,125,8
wipo_in_1_2_2_score,wipo_in_4_2_4_score,mutual_information_quantile,0.581044,125,8
wipo_in_3_1_1_score,wipo_sp73_score,mutual_information_quantile,0.581018,132,8
oxford_maturity,oxford_societal_transition,mutual_information_quantile,0.580854,193,8
oxford_ai_technology_diffusion,oxford_ind_cybersecurity,mutual_information_quantile,0.58082,193,8
wipo_in_3_2_2_score,wipo_in_5_1_5_score,mutual_information_quantile,0.58067,126,8
oxford_ind_ict_trade_goods_log,wipo_sp63_score,mutual_information_quantile,0.58056,131,8
oxford_total_score,wipo_restalbus_score,mutual_information_quantile,0.580555,86,8
wipo_in_2_3_score,wipo_out_7_1_3_score,mutual_information_quantile,0.58054,124,8
wb_gdp_per_capita_ppp,wipo_sp33_score,mutual_information_quantile,0.580475,131,8
wb_rule_of_law,wipo_in_3_1_1_score,mutual_information_quantile,0.580424,140,8
wipo_in_1_1_2_score,wipo_out_7_3_2_score,mutual_information_quantile,0.58018,141,8
oxford_ind_ict_skills,wipo_ruleol_score,mutual_information_quantile,0.580065,126,8
oxford_governance_2025,wipo_in_3_2_2_score,mutual_information_quantile,0.579989,130,8
oxford_enabling_technical_infrastructure,wb_internet_penetration,mutual_information_quantile,0.579975,188,8
oxford_enabling_technical_infrastructure,wipo_in_3_2_2_score,mutual_information_quantile,0.579901,130,8
wipo_out_score,wipo_sp43_score,mutual_information_quantile,0.579882,132,8
oxford_enabling_technical_infrastructure,oxford_innovation_capacity,mutual_information_quantile,0.57956,193,8
oxford_ind_adoption_emerging_tech,wipo_statclustdev_score,mutual_information_quantile,0.579472,125,8
anthropic_gdp_total,wb_population,mutual_information_quantile,0.579434,172,8
oxford_ai_infrastructure,wipo_gentld_score,mutual_information_quantile,0.579404,131,8
wipo_in_1_2_2_score,wipo_in_4_2_5_score,mutual_information_quantile,0.579372,116,8
wb_fixed_broadband_per100,wipo_goveff_score,mutual_information_quantile,0.579324,132,8
wb_fixed_broadband_per100,wipo_out_6_score,mutual_information_quantile,0.579291,141,8
oxford_ai_infrastructure,oxford_human_capital_2025,mutual_information_quantile,0.579144,195,8
oxford_data_quality,wb_tertiary_education_enrollment,mutual_information_quantile,0.579126,155,8
oxford_ind_ict_trade_services_log,oxford_technology_sector,mutual_information_quantile,0.578999,192,8
oxford_data_quality,oxford_digital_capacity,mutual_information_quantile,0.578989,193,8
wipo_in_4_score,wipo_out_7_3_1_score,mutual_information_quantile,0.578947,141,8
wipo_in_2_score,wipo_in_3_1_2_score,mutual_information_quantile,0.57882,141,8
oxford_ind_ict_trade_services_log,wb_fixed_broadband_per100,mutual_information_quantile,0.578596,191,8
oxford_ind_online_services,wipo_logperf_score,mutual_information_quantile,0.578576,124,8
oxford_data_representativeness,wipo_in_5_2_5_score,mutual_information_quantile,0.578497,140,8
oxford_data_representativeness,oxford_technology_sector,mutual_information_quantile,0.578449,192,8
oxford_ind_govt_effectiveness,wipo_in_4_2_score,mutual_information_quantile,0.57841,131,8
oxford_ind_govt_effectiveness,wb_voice_accountability,mutual_information_quantile,0.578387,191,8
wipo_gii_score,wipo_sp63_score,mutual_information_quantile,0.578385,132,8
oxford_data_availability,wipo_in_3_score,mutual_information_quantile,0.578284,140,8
oxford_ind_ict_trade_services_log,wipo_out_6_3_score,mutual_information_quantile,0.578125,140,8
oxford_innovation_capacity,wipo_c_hitechmanufind2_score,mutual_information_quantile,0.578112,109,8
oxford_ind_ai_research_papers_log,wipo_sp23_score,mutual_information_quantile,0.578085,131,8
wipo_in_3_2_2_score,wipo_out_7_3_1_score,mutual_information_quantile,0.578014,131,8
oxford_ai_technology_diffusion,wipo_in_3_1_score,mutual_information_quantile,0.577949,140,8
oxford_total_score,wipo_out_6_1_2_score,mutual_information_quantile,0.577935,125,8
wb_government_effectiveness,wipo_out_score,mutual_information_quantile,0.577897,141,8
oxford_data_quality,wipo_c_eccomplexity_score,mutual_information_quantile,0.577745,121,8
oxford_data_infrastructure,wipo_out_6_3_score,mutual_information_quantile,0.577697,140,8
oxford_ai_technology_diffusion,wipo_out_7_1_3_score,mutual_information_quantile,0.577681,123,8
wipo_cctld_score,wipo_goveff_score,mutual_information_quantile,0.577655,132,8
oxford_technology_sector,wipo_out_7_3_score,mutual_information_quantile,0.577628,140,8
wipo_out_6_1_5_score,wipo_patfam_score,mutual_information_quantile,0.577623,127,8
wipo_out_6_1_1_score,wipo_out_score,mutual_information_quantile,0.577569,140,8
wipo_pctpatorig_score,wipo_schlifeexp_score,mutual_information_quantile,0.577519,107,8
wipo_gentld_score,wipo_in_5_1_2_score,mutual_information_quantile,0.577503,127,8
